objectid,transcript_line,start,end,speaker,text,txt_filename
mainstreet033,1,00:00:03.210,00:00:05.370,Monique Lillard,"Okay, we are recording all right.",2021-05-07_elijahting_jessicaryanwilcox_videostore_transcript.vtt
mainstreet033,2,00:00:06.629,00:00:07.620,Monique Lillard,i'm monique lillard.,2021-05-07_elijahting_jessicaryanwilcox_videostore_transcript.vtt
mainstreet033,3,00:00:08.700,00:00:16.740,Monique Lillard,"half as part of the University of Idaho library, we are doing an oral History project about the video rental store in Moscow Idaho.",2021-05-07_elijahting_jessicaryanwilcox_videostore_transcript.vtt
mainstreet033,4,00:00:17.609,00:00:36.540,Monique Lillard,"It is Friday may 7 2021 I am sitting here with two people a mother and son, and we are going to talk about their memories of the video store so first of all, let me turn the video to them and.",2021-05-07_elijahting_jessicaryanwilcox_videostore_transcript.vtt
mainstreet033,5,00:00:37.680,00:00:43.440,Monique Lillard,"I will be off camera, and I will be asking the questions okay yeah there you go.",2021-05-07_elijahting_jessicaryanwilcox_videostore_transcript.vtt
mainstreet033,6,00:00:44.520,00:00:44.820,,Okay.,2021-05-07_elijahting_jessicaryanwilcox_videostore_transcript.vtt
mainstreet033,7,00:00:46.320,00:00:47.970,Monique Lillard,JESSICA come on into your own way and.,2021-05-07_elijahting_jessicaryanwilcox_videostore_transcript.vtt
mainstreet033,8,00:00:51.270,00:00:52.320,Monique Lillard,Then we're going to lose this.,2021-05-07_elijahting_jessicaryanwilcox_videostore_transcript.vtt
mainstreet033,9,00:00:58.680,00:01:00.720,Monique Lillard,There we go all right good good good good.,2021-05-07_elijahting_jessicaryanwilcox_videostore_transcript.vtt
mainstreet033,10,00:01:01.800,00:01:05.040,Monique Lillard,i'm you sign the waiver release very good.,2021-05-07_elijahting_jessicaryanwilcox_videostore_transcript.vtt
mainstreet033,11,00:01:06.270,00:01:10.800,Monique Lillard,"And that's the camera if you want to look right into it, and if you don't it's not the end of the world, so.",2021-05-07_elijahting_jessicaryanwilcox_videostore_transcript.vtt
mainstreet033,12,00:01:12.300,00:01:24.960,Monique Lillard,Okay i'm gonna ask you each to state your name your full names and eli and ask you to state your age JESSICA will not ask you to state your go ahead doesn't know my name is Elijah Tang.,2021-05-07_elijahting_jessicaryanwilcox_videostore_transcript.vtt
mainstreet033,13,00:01:26.220,00:01:26.790,,Yes.,2021-05-07_elijahting_jessicaryanwilcox_videostore_transcript.vtt
mainstreet033,14,00:01:29.160,00:01:34.740,Monique Lillard,"Very good, and how old, are you I am 13 very good so.",2021-05-07_elijahting_jessicaryanwilcox_videostore_transcript.vtt
mainstreet033,15,00:01:35.910,00:01:45.090,Monique Lillard,"eli what were your earliest memories of the video rental store, we probably when our favorite show as a family, I still watch the show called psych.",2021-05-07_elijahting_jessicaryanwilcox_videostore_transcript.vtt
mainstreet033,16,00:01:45.810,00:02:02.490,Monique Lillard,"It was taken off netflix so very sad time and the only way we could get it was going to the video store and renting out the like series, so there are multiple different seasons, so it going into one season and the next and we just going to do this, do we finished it and then just restart.",2021-05-07_elijahting_jessicaryanwilcox_videostore_transcript.vtt
mainstreet033,17,00:02:03.690,00:02:05.250,Monique Lillard,Or you can watching it over and over.,2021-05-07_elijahting_jessicaryanwilcox_videostore_transcript.vtt
mainstreet033,18,00:02:06.480,00:02:23.010,Monique Lillard,"that's good many, many times, I mean like something we take a break in between like we watched it pretty often didn't me what else did your mother i'm a lot of children's movies from like the fiction section like a watch Disney movies, like the.",2021-05-07_elijahting_jessicaryanwilcox_videostore_transcript.vtt
mainstreet033,19,00:02:24.090,00:02:25.650,Monique Lillard,"old ones, trying to think of all of them.",2021-05-07_elijahting_jessicaryanwilcox_videostore_transcript.vtt
mainstreet033,20,00:02:26.670,00:02:28.230,Monique Lillard,I can't take any right at the moment.,2021-05-07_elijahting_jessicaryanwilcox_videostore_transcript.vtt
mainstreet033,21,00:02:30.720,00:02:35.610,Monique Lillard,Oh yeah all the avatars to is to get all of those those are the best evidence like since like.,2021-05-07_elijahting_jessicaryanwilcox_videostore_transcript.vtt
mainstreet033,22,00:02:38.280,00:02:46.140,Monique Lillard,"When you think of the video rental store, do you think of the one on Main Street, is that the building that you think of that last building Do you remember the building before that.",2021-05-07_elijahting_jessicaryanwilcox_videostore_transcript.vtt
mainstreet033,23,00:02:48.720,00:02:58.110,Monique Lillard,"I remember Howard Hughes on, I do not, I can't think of the other one okay there's another one all right okay remembers yeah.",2021-05-07_elijahting_jessicaryanwilcox_videostore_transcript.vtt
mainstreet033,24,00:02:59.580,00:03:04.920,Monique Lillard,And did I ask you how often do you go to the video store i'd say.,2021-05-07_elijahting_jessicaryanwilcox_videostore_transcript.vtt
mainstreet033,25,00:03:06.330,00:03:14.490,Monique Lillard,"We get multiple movies, at a time so i'd say we didn't go there, like super often but at least like once every two weeks, I think, because we get like.",2021-05-07_elijahting_jessicaryanwilcox_videostore_transcript.vtt
mainstreet033,26,00:03:15.420,00:03:25.710,Monique Lillard,"One whole series so that take us a little while to watch and then a bunch of other just like little movies, with it, but sometimes inflate we got a whole lot more if we wanted to watch something specific.",2021-05-07_elijahting_jessicaryanwilcox_videostore_transcript.vtt
mainstreet033,27,00:03:26.580,00:03:45.210,Monique Lillard,"So it was probably around like once a week or once every two weeks mm hmm okay JESSICA, what are your first memories of video Rentals in Moscow and maybe you have memories from before you move to Moscow so tell us about your video rental history oh.",2021-05-07_elijahting_jessicaryanwilcox_videostore_transcript.vtt
mainstreet033,28,00:03:46.710,00:03:51.840,Monique Lillard,I do remember renting at multiple other places.,2021-05-07_elijahting_jessicaryanwilcox_videostore_transcript.vtt
mainstreet033,29,00:03:53.580,00:03:55.320,Monique Lillard,The bigger places I lived.,2021-05-07_elijahting_jessicaryanwilcox_videostore_transcript.vtt
mainstreet033,30,00:03:57.540,00:04:06.420,Monique Lillard,"I rented from chain places, and so the Howard Hughes is the first place that was that type of.",2021-05-07_elijahting_jessicaryanwilcox_videostore_transcript.vtt
mainstreet033,31,00:04:08.340,00:04:18.690,Monique Lillard,small town video rental store and earliest memories i'm embarrassed to say that I can't recall the first.,2021-05-07_elijahting_jessicaryanwilcox_videostore_transcript.vtt
mainstreet033,32,00:04:19.770,00:04:23.940,Monique Lillard,"or others, other than Main Street when did it switch anyway.",2021-05-07_elijahting_jessicaryanwilcox_videostore_transcript.vtt
mainstreet033,33,00:04:24.630,00:04:32.760,Monique Lillard,"Well, it was across from what's now the Co op for a long time it was that bigger place i'm not sure you would remember it he lived, but it was that.",2021-05-07_elijahting_jessicaryanwilcox_videostore_transcript.vtt
mainstreet033,34,00:04:33.060,00:04:50.460,Monique Lillard,"was part of Howard Hughes appliance and it was still Howard Hughes video, but it was just in a different building yeah I guess a vein mm hmm OK, but so when you think of it you're thinking of that brick building yes yeah yeah and I was, I thought you respond with every couple weeks.",2021-05-07_elijahting_jessicaryanwilcox_videostore_transcript.vtt
mainstreet033,35,00:04:51.540,00:04:52.140,Monique Lillard,Where we were.,2021-05-07_elijahting_jessicaryanwilcox_videostore_transcript.vtt
mainstreet033,36,00:04:55.560,00:05:12.180,Monique Lillard,"And, but as far as yeah it was fun, the time spent in there was always fun the negotiations, remember, we used always asked, like the children was asked for drinks, because they had like this almost like mini fridge thing we can work so cooler and little snacks.",2021-05-07_elijahting_jessicaryanwilcox_videostore_transcript.vtt
mainstreet033,37,00:05:14.190,00:05:19.500,Monique Lillard,"Yes, all of us, I think it was mainly me rose and LUCAS don't ask a whole lot yeah actually not muted you.",2021-05-07_elijahting_jessicaryanwilcox_videostore_transcript.vtt
mainstreet033,38,00:05:20.580,00:05:21.570,Monique Lillard,had been more was a lot older.,2021-05-07_elijahting_jessicaryanwilcox_videostore_transcript.vtt
mainstreet033,39,00:05:24.030,00:05:32.820,Monique Lillard,"And would you watch the videos as a family or did each person get a video go watch by themselves, we would mainly get them as a family.",2021-05-07_elijahting_jessicaryanwilcox_videostore_transcript.vtt
mainstreet033,40,00:05:33.660,00:05:40.560,Monique Lillard,"Like if one person wants to watch it and then everyone would come in and watch it necessarily, but I think mainly there we're all family movies, that we got.",2021-05-07_elijahting_jessicaryanwilcox_videostore_transcript.vtt
mainstreet033,41,00:05:42.030,00:05:53.310,Monique Lillard,"And what was the process like didn't take place outside the store or in the aisles I think for the kids we go into like the children section, we always got this like one so that was kind of a yeah.",2021-05-07_elijahting_jessicaryanwilcox_videostore_transcript.vtt
mainstreet033,42,00:05:53.880,00:06:06.120,Monique Lillard,"Always one of the five for five saves the day when you got into the choosing, yes, yes, then that was everyone could get their own and then negotiating about like one.",2021-05-07_elijahting_jessicaryanwilcox_videostore_transcript.vtt
mainstreet033,43,00:06:06.780,00:06:17.700,Monique Lillard,"Family, I think, for the kids a lot of the time we have to vote on specific movies, that we wanted them yeah, especially for the new one, so like yeah we don't want to like the fiction section all the little the kids movies, are and we.",2021-05-07_elijahting_jessicaryanwilcox_videostore_transcript.vtt
mainstreet033,44,00:06:18.180,00:06:28.320,Monique Lillard,"Like try to vote on one, so we look through all of them, even though we kind of already knew what they all were when I searched around and looking at a new one getting nightstand now.",2021-05-07_elijahting_jessicaryanwilcox_videostore_transcript.vtt
mainstreet033,45,00:06:29.670,00:06:38.730,Monique Lillard,"I remember multiple times like new movies, and just coming out and we hadn't watched him yet so we always get those ones first and sometimes we get like a really old one.",2021-05-07_elijahting_jessicaryanwilcox_videostore_transcript.vtt
mainstreet033,46,00:06:39.360,00:06:52.020,Monique Lillard,"knee and Lucas, though, what specifically get a lot of the pokemon movies, a lot of them weren't accessible on like netflix so we buy like the deaths of all the pokemon movies, we got so many events.",2021-05-07_elijahting_jessicaryanwilcox_videostore_transcript.vtt
mainstreet033,47,00:06:54.120,00:06:55.020,Monique Lillard,Remember those.,2021-05-07_elijahting_jessicaryanwilcox_videostore_transcript.vtt
mainstreet033,48,00:06:57.030,00:06:57.360,Monique Lillard,yeah.,2021-05-07_elijahting_jessicaryanwilcox_videostore_transcript.vtt
mainstreet033,49,00:07:03.360,00:07:05.040,Monique Lillard,What is the store look like inside.,2021-05-07_elijahting_jessicaryanwilcox_videostore_transcript.vtt
mainstreet033,50,00:07:07.380,00:07:15.090,Monique Lillard,"Okay, so there, I remember there's two different entrances and like there's like the staircase so there's the one entrance that's like right next to the kenworthy.",2021-05-07_elijahting_jessicaryanwilcox_videostore_transcript.vtt
mainstreet033,51,00:07:15.660,00:07:22.800,Monique Lillard,"You can walk them through there and it's like the two big windows, you can kind of see a bunch of movies, you can see, I think there's.",2021-05-07_elijahting_jessicaryanwilcox_videostore_transcript.vtt
mainstreet033,52,00:07:24.660,00:07:28.050,Monique Lillard,Three aisles so and there's like the.,2021-05-07_elijahting_jessicaryanwilcox_videostore_transcript.vtt
mainstreet033,53,00:07:29.190,00:07:33.330,Monique Lillard,"shelves in between that he will be stuck to them, so there was like.",2021-05-07_elijahting_jessicaryanwilcox_videostore_transcript.vtt
mainstreet033,54,00:07:34.500,00:07:39.420,Monique Lillard,"Five total I can't remember now five total shelves, full of movies i'm pretty sure.",2021-05-07_elijahting_jessicaryanwilcox_videostore_transcript.vtt
mainstreet033,55,00:07:41.730,00:07:49.770,Monique Lillard,You walk in and then it kind of closes off and opens it into two different sections so like adults and young adult and then kids.,2021-05-07_elijahting_jessicaryanwilcox_videostore_transcript.vtt
mainstreet033,56,00:07:50.880,00:07:57.630,Monique Lillard,And you kind of you get the ones the one from there and then kind of like the two walls from us and you could walk through there.,2021-05-07_elijahting_jessicaryanwilcox_videostore_transcript.vtt
mainstreet033,57,00:07:59.070,00:08:04.050,Monique Lillard,And then there's the desk with the person that you buy the movies from.,2021-05-07_elijahting_jessicaryanwilcox_videostore_transcript.vtt
mainstreet033,58,00:08:05.400,00:08:07.410,Monique Lillard,Because you like show them the movie that you wanted.,2021-05-07_elijahting_jessicaryanwilcox_videostore_transcript.vtt
mainstreet033,59,00:08:08.700,00:08:14.730,Monique Lillard,"But I think there's actually a disk inside so then he take it, and he would go get the actual desk and give it to you.",2021-05-07_elijahting_jessicaryanwilcox_videostore_transcript.vtt
mainstreet033,60,00:08:16.410,00:08:23.670,Monique Lillard,"And so, and then there's there's ourselves like left behind in front of the.",2021-05-07_elijahting_jessicaryanwilcox_videostore_transcript.vtt
mainstreet033,61,00:08:24.840,00:08:29.100,Monique Lillard,front of the counter like behind us if you were like talking to him behind you there'd be more shells movies.,2021-05-07_elijahting_jessicaryanwilcox_videostore_transcript.vtt
mainstreet033,62,00:08:31.890,00:08:32.850,Monique Lillard,Though the mini fridge.,2021-05-07_elijahting_jessicaryanwilcox_videostore_transcript.vtt
mainstreet033,63,00:08:34.230,00:08:40.380,Monique Lillard,"yeah those were the size, I was there was like a mini fridge or you could buy food from wasn't ready.",2021-05-07_elijahting_jessicaryanwilcox_videostore_transcript.vtt
mainstreet033,64,00:08:41.550,00:08:42.000,,Now.,2021-05-07_elijahting_jessicaryanwilcox_videostore_transcript.vtt
mainstreet033,65,00:08:44.190,00:08:58.050,Monique Lillard,What machine and the machine up and no I don't think it was extra candy on the camera yeah our slack channel on the counter and there is always the thing for the humane society oh yeah was it like a jar box your dog.,2021-05-07_elijahting_jessicaryanwilcox_videostore_transcript.vtt
mainstreet033,66,00:08:59.610,00:09:10.260,Monique Lillard,"Your oh yeah the dog container in it was like one of those months that always look really sad, we have, like the Jubilee years I remember the candy every time the best thing.",2021-05-07_elijahting_jessicaryanwilcox_videostore_transcript.vtt
mainstreet033,67,00:09:13.230,00:09:13.380,Monique Lillard,To.,2021-05-07_elijahting_jessicaryanwilcox_videostore_transcript.vtt
mainstreet033,68,00:09:15.510,00:09:25.980,Monique Lillard,"Do is movies playing oh yeah and so then like it's kind of like a candidate for like this, so you walk around your friends usually, when you need to go out the other door.",2021-05-07_elijahting_jessicaryanwilcox_videostore_transcript.vtt
mainstreet033,69,00:09:26.640,00:09:33.390,Monique Lillard,there's a door right next to the counter you walk up these like what their steps over just looking it's just like a slanted thing.,2021-05-07_elijahting_jessicaryanwilcox_videostore_transcript.vtt
mainstreet033,70,00:09:34.440,00:09:46.860,Monique Lillard,"To thing you go up there and turn left because that's where the door was, but there are also like staircase leading up to the building never been up there, and those up there, we go out the door down the alley in the back to our car.",2021-05-07_elijahting_jessicaryanwilcox_videostore_transcript.vtt
mainstreet033,71,00:09:48.210,00:09:53.820,Monique Lillard,Unless we parked in the alley and going through that insurance and then now.,2021-05-07_elijahting_jessicaryanwilcox_videostore_transcript.vtt
mainstreet033,72,00:09:55.140,00:10:08.430,Monique Lillard,"we're going on is the Co op you know the colo it's The co op and then Howard Hughes that door, you can adjust from to for sure, well, I guess you park at the park in the co op place right next to the island, yes, and then you'd leave through the entrance and go.",2021-05-07_elijahting_jessicaryanwilcox_videostore_transcript.vtt
mainstreet033,73,00:10:09.510,00:10:19.740,Monique Lillard,"yeah yes yeah Do you remember when the name changed from Howard Hughes to Main Street video co op I always call the Howard Hughes, I mean.",2021-05-07_elijahting_jessicaryanwilcox_videostore_transcript.vtt
mainstreet033,74,00:10:21.390,00:10:27.270,Monique Lillard,"Like vaguely remember it being called that at one point in time, but I never call it that I don't think any of us ever did.",2021-05-07_elijahting_jessicaryanwilcox_videostore_transcript.vtt
mainstreet033,75,00:10:27.810,00:10:37.080,Monique Lillard,"call the Howard Hughes, can we go down to how hard it is to get a movie yeah yeah whenever we go to the Co op to sometimes we were dropping seeds or any new movies yeah.",2021-05-07_elijahting_jessicaryanwilcox_videostore_transcript.vtt
mainstreet033,76,00:10:38.310,00:10:46.050,Monique Lillard,"Now, what did you think about the collection, so that that view, but that also you, because you could have gone to other stores to so go ahead first.",2021-05-07_elijahting_jessicaryanwilcox_videostore_transcript.vtt
mainstreet033,77,00:10:46.920,00:10:59.250,Monique Lillard,"They had all of the children's movies, I wanted, which can sort of like the Disney movies Avatar and then all kind of like the new movies that recently came out.",2021-05-07_elijahting_jessicaryanwilcox_videostore_transcript.vtt
mainstreet033,78,00:11:01.350,00:11:08.010,Monique Lillard,over again what a lot of the pokey on these are really old so we couldn't get them on netflix I know that's what that's what will happen.,2021-05-07_elijahting_jessicaryanwilcox_videostore_transcript.vtt
mainstreet033,79,00:11:09.030,00:11:11.040,Monique Lillard,yeah so all pokemon movie.,2021-05-07_elijahting_jessicaryanwilcox_videostore_transcript.vtt
mainstreet033,80,00:11:12.240,00:11:18.780,Monique Lillard,"um and then I remember, there are a few times when I go over to the adult sections with you guys just to pick up a site.",2021-05-07_elijahting_jessicaryanwilcox_videostore_transcript.vtt
mainstreet033,81,00:11:19.590,00:11:30.660,Monique Lillard,"Sometimes me and my guess would argue, which, like psyches and we wanted to get because somehow we were watching an order, but other times we go from season to season seven going back to season three.",2021-05-07_elijahting_jessicaryanwilcox_videostore_transcript.vtt
mainstreet033,82,00:11:31.860,00:11:35.940,Monique Lillard,"Just kind of whatever we wanted, we had like Lucas has all the episodes memorize.",2021-05-07_elijahting_jessicaryanwilcox_videostore_transcript.vtt
