objectid,transcript_line,start,end,speaker,text,txt_filename
mainstreet006,1,00:00:01.800,00:00:02.129,Beau Newsome,Okay.,2021-04-09_benbeard_katybeard_videostore_transcript.vtt
mainstreet006,2,00:00:02.340,00:00:06.359,Beau Newsome,looks like we're recording you might see a little recording sign on your table.,2021-04-09_benbeard_katybeard_videostore_transcript.vtt
mainstreet006,3,00:00:07.560,00:00:10.320,Beau Newsome,"All right, well, my name is Bo newsome i'm here with.",2021-04-09_benbeard_katybeard_videostore_transcript.vtt
mainstreet006,4,00:00:11.670,00:00:13.230,Beau Newsome,The University of Idaho.,2021-04-09_benbeard_katybeard_videostore_transcript.vtt
mainstreet006,5,00:00:14.580,00:00:15.330,Beau Newsome,they're doing a.,2021-04-09_benbeard_katybeard_videostore_transcript.vtt
mainstreet006,6,00:00:16.500,00:00:18.090,Beau Newsome,An oral History project.,2021-04-09_benbeard_katybeard_videostore_transcript.vtt
mainstreet006,7,00:00:19.289,00:00:27.240,Beau Newsome,And I have been a I was a Co worker or employee at the video store for roughly seven years.,2021-04-09_benbeard_katybeard_videostore_transcript.vtt
mainstreet006,8,00:00:28.320,00:00:29.190,Beau Newsome,and,2021-04-09_benbeard_katybeard_videostore_transcript.vtt
mainstreet006,9,00:00:30.390,00:00:46.290,Beau Newsome,"managed it for about seven more so that's kind of how I am affiliated with this whole project and we're just trying to get as much oral history, about the video stores, we can so if you wouldn't mind stating your names and kind of describe your relationship with her use video.",2021-04-09_benbeard_katybeard_videostore_transcript.vtt
mainstreet006,10,00:00:48.540,00:01:02.190,Ben and Katy Beard,"Well i'm Ben beard and we've lived in Moscow for about 34 years and, from the very beginning of Howard Hughes when it was over on why guess it's Jackson no not Jackson Washington.",2021-04-09_benbeard_katybeard_videostore_transcript.vtt
mainstreet006,11,00:01:03.300,00:01:04.350,Beau Newsome,Washington yes in.,2021-04-09_benbeard_katybeard_videostore_transcript.vtt
mainstreet006,12,00:01:04.350,00:01:05.160,,Washington.,2021-04-09_benbeard_katybeard_videostore_transcript.vtt
mainstreet006,13,00:01:06.360,00:01:19.740,Ben and Katy Beard,"You know, we we have patronized it because it was it was an incredible gem, you know I remember when they had the video store out at the East side marketplace and I was, I remember going in there once.",2021-04-09_benbeard_katybeard_videostore_transcript.vtt
mainstreet006,14,00:01:20.010,00:01:21.810,Ben and Katy Beard,"And going, why would I come back here.",2021-04-09_benbeard_katybeard_videostore_transcript.vtt
mainstreet006,15,00:01:22.050,00:01:25.080,Beau Newsome,"Was this movie gallery or video, and I think it went.",2021-04-09_benbeard_katybeard_videostore_transcript.vtt
mainstreet006,16,00:01:25.680,00:01:26.040,,yeah.,2021-04-09_benbeard_katybeard_videostore_transcript.vtt
mainstreet006,17,00:01:27.450,00:01:29.490,Ben and Katy Beard,And then there was one out and you are.,2021-04-09_benbeard_katybeard_videostore_transcript.vtt
mainstreet006,18,00:01:31.470,00:01:31.740,Ben and Katy Beard,there.,2021-04-09_benbeard_katybeard_videostore_transcript.vtt
mainstreet006,19,00:01:35.280,00:01:41.730,Ben and Katy Beard,"By macy's oh yeah yeah yeah wasn't a better place, and that was the bookstore the bookstore.",2021-04-09_benbeard_katybeard_videostore_transcript.vtt
mainstreet006,20,00:01:41.940,00:01:42.360,Beau Newsome,Video.,2021-04-09_benbeard_katybeard_videostore_transcript.vtt
mainstreet006,21,00:01:43.020,00:01:50.430,Ben and Katy Beard,Is tasty yeah and you know it was just like I still prefer the small town.,2021-04-09_benbeard_katybeard_videostore_transcript.vtt
mainstreet006,22,00:01:52.260,00:02:00.390,Ben and Katy Beard,"The people who work there, the employees knew the movies, you ask them a question they always knew where to find it or how to find it.",2021-04-09_benbeard_katybeard_videostore_transcript.vtt
mainstreet006,23,00:02:02.880,00:02:05.130,Beau Newsome,When you started doing was it the smallest.,2021-04-09_benbeard_katybeard_videostore_transcript.vtt
mainstreet006,24,00:02:06.360,00:02:16.500,Beau Newsome,Because in these interviews we've kind of talked about three iterations there is a small store on the corner fifth and Washington expanded into the fifth street address.,2021-04-09_benbeard_katybeard_videostore_transcript.vtt
mainstreet006,25,00:02:16.530,00:02:17.250,Ben and Katy Beard,Right yep.,2021-04-09_benbeard_katybeard_videostore_transcript.vtt
mainstreet006,26,00:02:17.580,00:02:23.010,Beau Newsome,And then i'm going to be co op or the move to the mainstream yeah then became the car.,2021-04-09_benbeard_katybeard_videostore_transcript.vtt
mainstreet006,27,00:02:24.000,00:02:30.030,Ben and Katy Beard,I like I like the middle one it was really big and I love the star the star walls.,2021-04-09_benbeard_katybeard_videostore_transcript.vtt
mainstreet006,28,00:02:30.660,00:02:32.610,Beau Newsome,yeah the actor well and director.,2021-04-09_benbeard_katybeard_videostore_transcript.vtt
mainstreet006,29,00:02:33.000,00:02:33.780,Ben and Katy Beard,yeah yeah.,2021-04-09_benbeard_katybeard_videostore_transcript.vtt
mainstreet006,30,00:02:35.550,00:02:36.510,Beau Newsome,yeah those are great.,2021-04-09_benbeard_katybeard_videostore_transcript.vtt
mainstreet006,31,00:02:36.600,00:02:38.460,Beau Newsome,Okay that's cool so you've been there.,2021-04-09_benbeard_katybeard_videostore_transcript.vtt
mainstreet006,32,00:02:38.790,00:02:42.420,Beau Newsome,I think it started in 1984 I believe.,2021-04-09_benbeard_katybeard_videostore_transcript.vtt
mainstreet006,33,00:02:43.980,00:02:45.990,Beau Newsome,"got that exact, yet I don't think.",2021-04-09_benbeard_katybeard_videostore_transcript.vtt
mainstreet006,34,00:02:46.020,00:02:51.120,Ben and Katy Beard,We moved here in 8887 and i'm sure we were there that fall yeah.,2021-04-09_benbeard_katybeard_videostore_transcript.vtt
mainstreet006,35,00:02:51.510,00:02:51.780,,Okay.,2021-04-09_benbeard_katybeard_videostore_transcript.vtt
mainstreet006,36,00:02:54.090,00:02:54.720,Beau Newsome,um.,2021-04-09_benbeard_katybeard_videostore_transcript.vtt
mainstreet006,37,00:02:55.920,00:02:58.230,Beau Newsome,"Do you remember, so you moved here in 87.",2021-04-09_benbeard_katybeard_videostore_transcript.vtt
mainstreet006,38,00:02:59.580,00:03:06.630,Beau Newsome,Do you remember how you found out about the video store or were you were you kind of long time video store renters at that point from wherever else.,2021-04-09_benbeard_katybeard_videostore_transcript.vtt
mainstreet006,39,00:03:07.260,00:03:14.280,Ben and Katy Beard,"No, no, I believe we barely had a vcr I think it was three little kids and you know.",2021-04-09_benbeard_katybeard_videostore_transcript.vtt
mainstreet006,40,00:03:15.360,00:03:16.800,Ben and Katy Beard,looking for something.,2021-04-09_benbeard_katybeard_videostore_transcript.vtt
mainstreet006,41,00:03:17.100,00:03:28.020,Ben and Katy Beard,"yeah and I don't I don't know, one of the first movies, I think we ever rented my brother and his family came down to visit yeah and it was the Princess bride.",2021-04-09_benbeard_katybeard_videostore_transcript.vtt
mainstreet006,42,00:03:29.100,00:03:31.860,Ben and Katy Beard,And you know he basically looked at us and said.,2021-04-09_benbeard_katybeard_videostore_transcript.vtt
mainstreet006,43,00:03:32.160,00:03:36.270,Ben and Katy Beard,you've got to watch this movie and it was the Princess bride and then we watched.,2021-04-09_benbeard_katybeard_videostore_transcript.vtt
mainstreet006,44,00:03:38.640,00:03:46.650,Ben and Katy Beard,"Well, so we'll all in the Princess bride we're probably our first you know if among the first movies, we ever rented from our.",2021-04-09_benbeard_katybeard_videostore_transcript.vtt
mainstreet006,45,00:03:47.250,00:03:49.680,Ben and Katy Beard,feature yeah you know.,2021-04-09_benbeard_katybeard_videostore_transcript.vtt
mainstreet006,46,00:03:50.070,00:03:54.450,Ben and Katy Beard,"And the Princess bride you know, had had prominent you know.",2021-04-09_benbeard_katybeard_videostore_transcript.vtt
mainstreet006,47,00:03:55.470,00:04:06.810,Ben and Katy Beard,Billing in my law classes and you know all the students had to watch them after a while I signed them on the summer reading list so that the students would understand.,2021-04-09_benbeard_katybeard_videostore_transcript.vtt
mainstreet006,48,00:04:07.650,00:04:09.120,Beau Newsome,Right yeah did you.,2021-04-09_benbeard_katybeard_videostore_transcript.vtt
