objectid,transcript_line,timestamp,end,speaker,words,txt_filename
mainstreet020,1,00:00:02.639,00:00:10.889,Monique Lillard,"There we go I think we're recording, so I am monique lillard I am interviewing on behalf of the University of Idaho library.",2021-04-21_lukegresback_videostore_transcript.vtt
mainstreet020,2,00:00:11.519,00:00:25.590,Monique Lillard,"For an oral History project about the video rental store right here in Moscow Idaho i'm going to have my interview subject state his name in just a moment, but first I want to ask, have you sign the waiver and release.",2021-04-21_lukegresback_videostore_transcript.vtt
mainstreet020,3,00:00:25.650,00:00:30.930,Monique Lillard,I have very good Thank you would you state your name and would you tell us how old you are.,2021-04-21_lukegresback_videostore_transcript.vtt
mainstreet020,4,00:00:32.400,00:00:34.980,Luke Gresback,i'm Luke grows back and i'm 22 years old.,2021-04-21_lukegresback_videostore_transcript.vtt
mainstreet020,5,00:00:35.340,00:00:43.260,Monique Lillard,"Very good, very good so when did you, what are your first memories of going to the video store.",2021-04-21_lukegresback_videostore_transcript.vtt
mainstreet020,6,00:00:43.320,00:00:44.160,,Here in tammy.,2021-04-21_lukegresback_videostore_transcript.vtt
mainstreet020,7,00:00:45.750,00:00:55.920,Luke Gresback,"I have memories of going to the video store as far back as I could have memories me, you know, being a baby.",2021-04-21_lukegresback_videostore_transcript.vtt
mainstreet020,8,00:00:57.060,00:01:09.330,Luke Gresback,"And having my parents come in and get videos and all those are some of the best days as a kid were the ones where we could go to the movie store and I could pick out all the movies, I wanted to watch.",2021-04-21_lukegresback_videostore_transcript.vtt
mainstreet020,9,00:01:10.590,00:01:17.040,Luke Gresback,"In a way, that we kind of don't have access to in sort of a fun way anymore yeah.",2021-04-21_lukegresback_videostore_transcript.vtt
mainstreet020,10,00:01:17.280,00:01:20.460,Monique Lillard,"Can you describe it, what was what was it like how often would you go.",2021-04-21_lukegresback_videostore_transcript.vtt
mainstreet020,11,00:01:22.140,00:01:25.380,Luke Gresback,uh we probably go.,2021-04-21_lukegresback_videostore_transcript.vtt
mainstreet020,12,00:01:27.150,00:01:31.590,Luke Gresback,By monthly every two weeks or so um.,2021-04-21_lukegresback_videostore_transcript.vtt
mainstreet020,13,00:01:32.790,00:01:33.210,Luke Gresback,and,2021-04-21_lukegresback_videostore_transcript.vtt
mainstreet020,14,00:01:34.770,00:01:43.980,Luke Gresback,When I was really short and piney the the the racks would go above my head and I could I was swimming and movies literally.,2021-04-21_lukegresback_videostore_transcript.vtt
mainstreet020,15,00:01:46.440,00:01:48.870,Luke Gresback,super fun super fun as a kid to be able to do that.,2021-04-21_lukegresback_videostore_transcript.vtt
mainstreet020,16,00:01:50.640,00:01:53.820,Monique Lillard,"Great image that is a wonderful image, both in terms of.",2021-04-21_lukegresback_videostore_transcript.vtt
mainstreet020,17,00:01:54.450,00:01:57.390,Monique Lillard,"The height, but also in terms of the swimming in.",2021-04-21_lukegresback_videostore_transcript.vtt
mainstreet020,18,00:01:57.450,00:01:57.960,Luke Gresback,That yeah.,2021-04-21_lukegresback_videostore_transcript.vtt
mainstreet020,19,00:01:58.290,00:02:03.630,Monique Lillard,that's Nice are you remembering the store that was opposite where the Co op is now or the one on Main Street.,2021-04-21_lukegresback_videostore_transcript.vtt
mainstreet020,20,00:02:03.960,00:02:07.470,Luke Gresback,I I have memories of both i'm.,2021-04-21_lukegresback_videostore_transcript.vtt
mainstreet020,21,00:02:09.420,00:02:12.600,Luke Gresback,The co op one is like fragmented i'm.,2021-04-21_lukegresback_videostore_transcript.vtt
mainstreet020,22,00:02:13.920,00:02:14.520,Luke Gresback,A.,2021-04-21_lukegresback_videostore_transcript.vtt
mainstreet020,23,00:02:16.560,00:02:21.450,Luke Gresback,"sort of the way, everything is when you're a little kid but yeah mainly mainly the Main Street one.",2021-04-21_lukegresback_videostore_transcript.vtt
mainstreet020,24,00:02:21.780,00:02:22.350,,Okay.,2021-04-21_lukegresback_videostore_transcript.vtt
mainstreet020,25,00:02:23.880,00:02:25.050,Luke Gresback,Where I remember going.,2021-04-21_lukegresback_videostore_transcript.vtt
mainstreet020,26,00:02:25.350,00:02:31.260,Monique Lillard,"yeah so What was your favorite section and that probably changed over time, but can you kind of walk us through the.",2021-04-21_lukegresback_videostore_transcript.vtt
mainstreet020,27,00:02:32.610,00:02:33.090,Luke Gresback,um.,2021-04-21_lukegresback_videostore_transcript.vtt
mainstreet020,28,00:02:34.200,00:02:44.700,Luke Gresback,"And I think it in middle school I got into watching horror movies and freaking myself out a lot, and so the the horror section.",2021-04-21_lukegresback_videostore_transcript.vtt
mainstreet020,29,00:02:46.020,00:02:46.590,Luke Gresback,kind of.,2021-04-21_lukegresback_videostore_transcript.vtt
mainstreet020,30,00:02:48.480,00:02:55.980,Luke Gresback,"adjacent to the to the cashier is to the Left was always fun, I think that one had a TV in it, too, so it was always playing something.",2021-04-21_lukegresback_videostore_transcript.vtt
mainstreet020,31,00:02:58.830,00:03:00.930,Luke Gresback,And yeah they had everything there.,2021-04-21_lukegresback_videostore_transcript.vtt
mainstreet020,32,00:03:01.620,00:03:03.570,Monique Lillard,yeah yeah that is so cool.,2021-04-21_lukegresback_videostore_transcript.vtt
mainstreet020,33,00:03:06.510,00:03:09.240,Monique Lillard,Do you have any recollection to the store changing over the years.,2021-04-21_lukegresback_videostore_transcript.vtt
mainstreet020,34,00:03:11.490,00:03:12.150,Luke Gresback,A.,2021-04-21_lukegresback_videostore_transcript.vtt
mainstreet020,35,00:03:13.560,00:03:36.180,Luke Gresback,vaguely i'm vaguely I mean I just I just kind of have a blurry a recollection of where when they were changing locations uh just feeling sort of in limbo at that time as a kid but inside the actual store not really.,2021-04-21_lukegresback_videostore_transcript.vtt
mainstreet020,36,00:03:36.480,00:03:43.890,Monique Lillard,"Okay okay great did you think much about the collection, or as you look back, what do you remember about the collection itself.",2021-04-21_lukegresback_videostore_transcript.vtt
mainstreet020,37,00:03:45.090,00:03:47.730,Luke Gresback,I just I just remember i'm.,2021-04-21_lukegresback_videostore_transcript.vtt
mainstreet020,38,00:03:48.870,00:03:51.570,Luke Gresback,"sort of being intimidated, because there was so much stuff that.",2021-04-21_lukegresback_videostore_transcript.vtt
mainstreet020,39,00:03:51.570,00:03:53.640,Luke Gresback,I didn't know um.,2021-04-21_lukegresback_videostore_transcript.vtt
mainstreet020,40,00:03:55.410,00:04:01.080,Luke Gresback,So much stuff that was you know 30 years older than I was um.,2021-04-21_lukegresback_videostore_transcript.vtt
mainstreet020,41,00:04:02.850,00:04:08.220,Luke Gresback,And just kind of feeling tossed in the deep end and having to swim out.,2021-04-21_lukegresback_videostore_transcript.vtt
mainstreet020,42,00:04:09.840,00:04:16.560,Monique Lillard,"that's very good that's very good did you so did you start going in with your own friends at some point, rather than we.",2021-04-21_lukegresback_videostore_transcript.vtt
mainstreet020,43,00:04:16.560,00:04:17.250,Monique Lillard,Do parents.,2021-04-21_lukegresback_videostore_transcript.vtt
mainstreet020,44,00:04:17.280,00:04:18.000,Luke Gresback,yeah definitely.,2021-04-21_lukegresback_videostore_transcript.vtt
mainstreet020,45,00:04:18.210,00:04:21.120,Luke Gresback,yeah yeah that was that was the horror stage we would go in and.,2021-04-21_lukegresback_videostore_transcript.vtt
mainstreet020,46,00:04:21.180,00:04:27.000,Luke Gresback,"Okay, and do the five for five and get a you know bundle or movies to freak out it.",2021-04-21_lukegresback_videostore_transcript.vtt
mainstreet020,47,00:04:27.180,00:04:28.920,Monique Lillard,gotcha okay.,2021-04-21_lukegresback_videostore_transcript.vtt
mainstreet020,48,00:04:30.660,00:04:38.310,Monique Lillard,"what's your recollection who would you say was the most important person at the store and I don't have to have a name I find if you have a name if you don't that's fine too, but.",2021-04-21_lukegresback_videostore_transcript.vtt
mainstreet020,49,00:04:39.840,00:04:45.840,Luke Gresback,"geez I don't remember uh I don't I don't remember, too many people specifically um.",2021-04-21_lukegresback_videostore_transcript.vtt
mainstreet020,50,00:04:48.180,00:04:57.090,Luke Gresback,I remember one guy was super nice uh I had just started doing my own videography business and they were always super cool with letting me use the.,2021-04-21_lukegresback_videostore_transcript.vtt
mainstreet020,51,00:04:58.800,00:05:01.170,Luke Gresback,The corkboard to put up my my posters.,2021-04-21_lukegresback_videostore_transcript.vtt
mainstreet020,52,00:05:02.820,00:05:04.950,Luke Gresback,To self advertise but yeah.,2021-04-21_lukegresback_videostore_transcript.vtt
mainstreet020,53,00:05:06.000,00:05:10.980,Luke Gresback,Everybody who is always working the work in the cashiers table was a super Nice.,2021-04-21_lukegresback_videostore_transcript.vtt
mainstreet020,54,00:05:12.570,00:05:14.580,Luke Gresback,And yeah yeah very cool.,2021-04-21_lukegresback_videostore_transcript.vtt
mainstreet020,55,00:05:14.940,00:05:21.600,Monique Lillard,"Very good, very good and you know what I was saying something to before we started recording did I forget to say it's April 21 today, I think I did.",2021-04-21_lukegresback_videostore_transcript.vtt
mainstreet020,56,00:05:21.780,00:05:31.290,Monique Lillard,"April 21 2021 all right there we go it says, did you remember to say you remember to say before we started recording exactly all right good.",2021-04-21_lukegresback_videostore_transcript.vtt
mainstreet020,57,00:05:32.370,00:05:43.380,Monique Lillard,"So, but actually what you just mentioned is really where I wanted to go with this, so can you describe what you're doing now, and can you talk about how the store or your experiences there might have affected that.",2021-04-21_lukegresback_videostore_transcript.vtt
mainstreet020,58,00:05:43.560,00:05:48.060,Luke Gresback,Sure um I am a filmmaker in Los Angeles.,2021-04-21_lukegresback_videostore_transcript.vtt
mainstreet020,59,00:05:49.950,00:05:55.080,Luke Gresback,it's an annoying sense to say always but uh yeah.,2021-04-21_lukegresback_videostore_transcript.vtt
mainstreet020,60,00:05:56.310,00:06:04.500,Luke Gresback,So much of my sensibilities is like a visual multimedia artist we're totally shaped by just all the stuff that I was watching as a kid.,2021-04-21_lukegresback_videostore_transcript.vtt
mainstreet020,61,00:06:07.140,00:06:12.120,Luke Gresback,which was TV and really frequently movies from the video store.,2021-04-21_lukegresback_videostore_transcript.vtt
mainstreet020,62,00:06:13.350,00:06:17.340,Luke Gresback,um yeah I don't know I wouldn't I wouldn't be doing what i'm doing today.,2021-04-21_lukegresback_videostore_transcript.vtt
mainstreet020,63,00:06:18.720,00:06:24.630,Luke Gresback,Of editing and and making fun stuff on the computer without the video store no way.,2021-04-21_lukegresback_videostore_transcript.vtt
mainstreet020,64,00:06:25.830,00:06:34.710,Monique Lillard,"Interesting so did you ever go to stores, other than Howard Hughes video, which then became Main Street video co op did you there were others in town, did you ever go.",2021-04-21_lukegresback_videostore_transcript.vtt
