objectid,transcript_line,start,end,speaker,text,txt_filename
mainstreet005,1,00:00:00.329,00:00:02.520,Ben James,want me to do a little intro right off the BAT here.,2021-05-19_benjames_videostore_transcript.vtt
mainstreet005,2,00:00:02.790,00:00:04.110,Beau Newsome,Well i'll just do a quick one.,2021-05-19_benjames_videostore_transcript.vtt
mainstreet005,3,00:00:04.319,00:00:05.190,Beau Newsome,So.,2021-05-19_benjames_videostore_transcript.vtt
mainstreet005,4,00:00:05.700,00:00:17.789,Beau Newsome,"i'm here with Ben James we're here on behalf of the University of Idaho archives and special collections department, this is for an oral History project on Howard Hughes video slash mainstreet video co op.",2021-05-19_benjames_videostore_transcript.vtt
mainstreet005,5,00:00:19.320,00:00:26.280,Beau Newsome,Jane or band if you wouldn't mind introducing yourself and just give a little brief description of your relationship with Howard Hughes video.,2021-05-19_benjames_videostore_transcript.vtt
mainstreet005,6,00:00:26.760,00:00:35.520,Ben James,"Sure thing thanks Bo yeah so i'm Ben James on the clinical assistant professor in the English department, the University of Idaho.",2021-05-19_benjames_videostore_transcript.vtt
mainstreet005,7,00:00:38.340,00:00:41.190,Ben James,Quite heavily involved in the film and TV Program.,2021-05-19_benjames_videostore_transcript.vtt
mainstreet005,8,00:00:41.310,00:00:41.670,,Then.,2021-05-19_benjames_videostore_transcript.vtt
mainstreet005,9,00:00:42.720,00:00:44.010,Ben James,runs at the university.,2021-05-19_benjames_videostore_transcript.vtt
mainstreet005,10,00:00:44.520,00:00:48.750,Ben James,And I teach bunch of different film related classes.,2021-05-19_benjames_videostore_transcript.vtt
mainstreet005,11,00:00:49.920,00:00:52.050,Ben James,Much of screenwriting classes.,2021-05-19_benjames_videostore_transcript.vtt
mainstreet005,12,00:00:53.130,00:01:01.350,Ben James,yeah filmmaking some history that kind of thing so yeah and quite into movies.,2021-05-19_benjames_videostore_transcript.vtt
mainstreet005,13,00:01:01.410,00:01:02.550,Ben James,yeah and then.,2021-05-19_benjames_videostore_transcript.vtt
mainstreet005,14,00:01:02.610,00:01:08.640,Ben James,When I remember me I make I make films too so so yeah like that that's my that's my whole jam.,2021-05-19_benjames_videostore_transcript.vtt
mainstreet005,15,00:01:10.200,00:01:14.250,Ben James,And I moved to Idaho.,2021-05-19_benjames_videostore_transcript.vtt
mainstreet005,16,00:01:15.540,00:01:26.820,Ben James,"moved to Moscow in I think it was 2012 I think 2012 and I think when we were first my wife and I came here, and she was being interviewed for position.",2021-05-19_benjames_videostore_transcript.vtt
mainstreet005,17,00:01:28.260,00:01:33.810,Ben James,And I was a spousal accommodation and and they were kind of learning us.,2021-05-19_benjames_videostore_transcript.vtt
mainstreet005,18,00:01:34.830,00:01:48.120,Ben James,"You know, sorry, there were there was showing us around and one of the people who is showing us around our friend Alexandra was like oh there's this there's this video store I was like that's a that's an actual video store.",2021-05-19_benjames_videostore_transcript.vtt
mainstreet005,19,00:01:49.170,00:02:02.640,Ben James,"So great, and that was a real turning point for me because I thought okay this place has a legit legit video store like a real bricks and mortar store with videos.",2021-05-19_benjames_videostore_transcript.vtt
mainstreet005,20,00:02:03.870,00:02:04.320,Beau Newsome,yeah.,2021-05-19_benjames_videostore_transcript.vtt
mainstreet005,21,00:02:04.620,00:02:07.680,Ben James,So I was as as a movie buff I was pretty excited.,2021-05-19_benjames_videostore_transcript.vtt
mainstreet005,22,00:02:07.710,00:02:12.390,Beau Newsome,yeah So this was when you got here in 2012 we were at the Main Street.,2021-05-19_benjames_videostore_transcript.vtt
mainstreet005,23,00:02:12.630,00:02:14.490,Ben James,address at that point that's right yeah.,2021-05-19_benjames_videostore_transcript.vtt
mainstreet005,24,00:02:14.700,00:02:16.740,Beau Newsome,Okay yeah cuz we talked about.,2021-05-19_benjames_videostore_transcript.vtt
mainstreet005,25,00:02:18.090,00:02:20.850,Beau Newsome,Past interviews different iterations of the video store.,2021-05-19_benjames_videostore_transcript.vtt
mainstreet005,26,00:02:20.880,00:02:22.710,Beau Newsome,used to be a crime fifth street.,2021-05-19_benjames_videostore_transcript.vtt
mainstreet005,27,00:02:23.280,00:02:26.970,Beau Newsome,Okay across from the Moscow food co op on fifth street you know.,2021-05-19_benjames_videostore_transcript.vtt
mainstreet005,28,00:02:27.570,00:02:27.930,Ben James,Okay.,2021-05-19_benjames_videostore_transcript.vtt
mainstreet005,29,00:02:28.200,00:02:30.540,Beau Newsome,We did a big giant move and stuff like that.,2021-05-19_benjames_videostore_transcript.vtt
mainstreet005,30,00:02:31.140,00:02:32.010,Ben James,Right yeah.,2021-05-19_benjames_videostore_transcript.vtt
mainstreet005,31,00:02:32.130,00:02:32.490,Ben James,Which.,2021-05-19_benjames_videostore_transcript.vtt
