objectid,transcript_line,timestamp,end,speaker,words,txt_filename
mainstreet002,1,00:00:01.770,00:00:10.230,Monique Lillard,"Okay, we should be recording now and, as I say, i'm just gonna try something let's see if I can do it no that's not how I do it.",2021-03-19_andreabeckett_videostore_transcript.vtt
mainstreet002,2,00:00:13.139,00:00:19.260,Monique Lillard,"All right, there we go there, we go I might fiddle with this every now and then i'm still getting used to doing this you're only my second.",2021-03-19_andreabeckett_videostore_transcript.vtt
mainstreet002,3,00:00:19.290,00:00:22.350,Monique Lillard,interview here so okay so.,2021-03-19_andreabeckett_videostore_transcript.vtt
mainstreet002,4,00:00:22.500,00:00:24.720,Monique Lillard,Since we are recording it is.,2021-03-19_andreabeckett_videostore_transcript.vtt
mainstreet002,5,00:00:26.370,00:00:38.850,Monique Lillard,march 19 2021 and we are recording for the University of Idaho library oral History project concerning the video rental store in Moscow Idaho.,2021-03-19_andreabeckett_videostore_transcript.vtt
mainstreet002,6,00:00:40.980,00:00:48.450,Monique Lillard,I think i'd said on the phone Andrea that this interview can last really as long or as short as we want it to.,2021-03-19_andreabeckett_videostore_transcript.vtt
mainstreet002,7,00:00:49.350,00:01:01.380,Monique Lillard,"We can go off the record anytime you want to, and we can do a follow up that would be great if you want to add anything if you want to change anything so so don't don't worry about it just just go ahead and talk.",2021-03-19_andreabeckett_videostore_transcript.vtt
mainstreet002,8,00:01:03.720,00:01:12.510,Monique Lillard,"Oh, and you can review this recording or the transcript if you want to and make corrections if that makes you feel better i'm only saying it to make you feel better right now, just so you don't worry.",2021-03-19_andreabeckett_videostore_transcript.vtt
mainstreet002,9,00:01:13.980,00:01:18.630,Monique Lillard,Since we're on the recording I want to ask you if you've signed the waiver release.,2021-03-19_andreabeckett_videostore_transcript.vtt
mainstreet002,10,00:01:19.290,00:01:19.950,Andrea Beckett,I did.,2021-03-19_andreabeckett_videostore_transcript.vtt
mainstreet002,11,00:01:20.430,00:01:22.080,Monique Lillard,You did yesterday that's what I thought.,2021-03-19_andreabeckett_videostore_transcript.vtt
mainstreet002,12,00:01:23.190,00:01:25.320,Monique Lillard,And would you state for the recording your name.,2021-03-19_andreabeckett_videostore_transcript.vtt
mainstreet002,13,00:01:26.790,00:01:28.470,Andrea Beckett,Andrea Beckett.,2021-03-19_andreabeckett_videostore_transcript.vtt
mainstreet002,14,00:01:28.860,00:01:39.540,Monique Lillard,"Right exactly so, can you describe your relationship to the Howard Hughes video store and or the video cooperative.",2021-03-19_andreabeckett_videostore_transcript.vtt
mainstreet002,15,00:01:41.100,00:01:41.670,Andrea Beckett,Yes.,2021-03-19_andreabeckett_videostore_transcript.vtt
mainstreet002,16,00:01:42.330,00:01:42.810,Monique Lillard,Go ahead.,2021-03-19_andreabeckett_videostore_transcript.vtt
mainstreet002,17,00:01:44.010,00:01:44.310,Andrea Beckett,yeah.,2021-03-19_andreabeckett_videostore_transcript.vtt
mainstreet002,18,00:01:46.560,00:01:49.740,Andrea Beckett,I remember when we were.,2021-03-19_andreabeckett_videostore_transcript.vtt
mainstreet002,19,00:01:51.120,00:01:57.090,Andrea Beckett,"renting movies, and they were either eight track.",2021-03-19_andreabeckett_videostore_transcript.vtt
mainstreet002,20,00:01:58.410,00:01:59.370,Andrea Beckett,They were.,2021-03-19_andreabeckett_videostore_transcript.vtt
mainstreet002,21,00:02:01.140,00:02:07.800,Andrea Beckett,"Even before the CDS came out, it was pretty infant style.",2021-03-19_andreabeckett_videostore_transcript.vtt
mainstreet002,22,00:02:09.180,00:02:21.870,Andrea Beckett,"modes of recording but I was intrigued and always having been a movie goer I thought, now I can bring them into my home, so I would rent them.",2021-03-19_andreabeckett_videostore_transcript.vtt
mainstreet002,23,00:02:22.620,00:02:24.810,Andrea Beckett,From various businesses.,2021-03-19_andreabeckett_videostore_transcript.vtt
mainstreet002,24,00:02:25.140,00:02:34.980,Andrea Beckett,"Probably in the 80s and 90s, just as a private person to record in my home as.",2021-03-19_andreabeckett_videostore_transcript.vtt
mainstreet002,25,00:02:36.000,00:02:50.460,Andrea Beckett,"The world marched on the media check the medium changed from a track to smaller and smaller and smaller and, finally, here we are in 2021 and we're streaming.",2021-03-19_andreabeckett_videostore_transcript.vtt
