objectid,transcript_line,start,end,speaker,text,txt_filename
mainstreet024,1,00:00:03.330,00:00:11.519,Monique Lillard,"There we go and it is recording all right, my name is monique lillard I am with the University of Idaho library.",2021-05-05_sandrakelly_videostore_transcript.vtt
mainstreet024,2,00:00:12.030,00:00:29.910,Monique Lillard,"We are doing an oral History project regarding the video store in Moscow Idaho today is may 5 CINCO de Mayo of 2021 and i'm sitting here with Sandra Kelly, and have you had a chance to sign the release form.",2021-05-05_sandrakelly_videostore_transcript.vtt
mainstreet024,3,00:00:30.480,00:00:32.190,Sandra Kelly,"I have signed a release form, thank you.",2021-05-05_sandrakelly_videostore_transcript.vtt
mainstreet024,4,00:00:32.340,00:00:36.150,Monique Lillard,"Excellent very good I assume I said, your name right go ahead and say it yourself.",2021-05-05_sandrakelly_videostore_transcript.vtt
mainstreet024,5,00:00:36.240,00:00:38.970,Sandra Kelly,You did yep I am Sandra Kelly and happy to be here.,2021-05-05_sandrakelly_videostore_transcript.vtt
mainstreet024,6,00:00:39.120,00:00:41.430,Monique Lillard,"Very good that's very nice, can you.",2021-05-05_sandrakelly_videostore_transcript.vtt
mainstreet024,7,00:00:42.750,00:00:55.920,Monique Lillard,"briefly describe your relationship to the video store here in town, whether you call it Main Street video co op or Howard Hughes and then we'll start talking about what just you as a customer and how you experience the video store to go ahead.",2021-05-05_sandrakelly_videostore_transcript.vtt
mainstreet024,8,00:00:56.460,00:00:59.940,Sandra Kelly,You bet so I moved to Moscow and 2007.,2021-05-05_sandrakelly_videostore_transcript.vtt
mainstreet024,9,00:01:00.990,00:01:11.700,Sandra Kelly,"and love movies, I like I think so many people do and you're always looking for that place to go and you need your movie fix and so in 2007, of course, this was long before streaming.",2021-05-05_sandrakelly_videostore_transcript.vtt
mainstreet024,10,00:01:12.330,00:01:16.590,Sandra Kelly,And a sort of like the very beginning of YouTube so there weren't a lot of options out there and.,2021-05-05_sandrakelly_videostore_transcript.vtt
mainstreet024,11,00:01:17.550,00:01:25.710,Sandra Kelly,"I had moved from Helena Montana, where I had a Hastings card and use it all the time, and it was able to use it, of course, here in Moscow, but.",2021-05-05_sandrakelly_videostore_transcript.vtt
mainstreet024,12,00:01:26.310,00:01:41.160,Sandra Kelly,"um well, I appreciated Hastings a lot and appreciated what they had you really do sort of miss you look for that hometown feel and my favorite thing about Moscow I grew up coming to visit Moscow and my favorite thing is always been that hometown feel so I really.",2021-05-05_sandrakelly_videostore_transcript.vtt
mainstreet024,13,00:01:42.210,00:01:56.370,Sandra Kelly,"wanted to find kind of my niche and So the first thing I always recommend to people is to go downtown and that's how you find Moscow that's how you find the people and get your feel and Lo and behold, there was a cool looking video store.",2021-05-05_sandrakelly_videostore_transcript.vtt
mainstreet024,14,00:01:57.690,00:02:03.750,Sandra Kelly,"And I didn't know much about it and I didn't have time to go in, and so I asked my good cousin his name is john gaffney.",2021-05-05_sandrakelly_videostore_transcript.vtt
mainstreet024,15,00:02:04.320,00:02:08.790,Sandra Kelly,"He grew up here, I said john tell me about Howard Hughes goes oh my gosh Sandra you have to go in.",2021-05-05_sandrakelly_videostore_transcript.vtt
mainstreet024,16,00:02:09.570,00:02:19.410,Sandra Kelly,"And so I did and oh my gosh at first, I was a little overwhelmed i'm not gonna lie, because it was set up so great, you know you have all the great movie posters out there.",2021-05-05_sandrakelly_videostore_transcript.vtt
mainstreet024,17,00:02:20.010,00:02:35.820,Sandra Kelly,They did such a great job of titling everything they had a SCI fi section and a horse section and a criterion section classic section TV new releases drama comedy I mean British TV.,2021-05-05_sandrakelly_videostore_transcript.vtt
mainstreet024,18,00:02:36.600,00:02:43.950,Sandra Kelly,And it just was so great to see such a selection of it did take my breath away the first time I walked in I really didn't know where to start.,2021-05-05_sandrakelly_videostore_transcript.vtt
mainstreet024,19,00:02:44.820,00:02:52.710,Sandra Kelly,"Because i'm a browser I don't often go in thinking Oh, I want to rent X i'm like what do they have and it took me a while to figure out.",2021-05-05_sandrakelly_videostore_transcript.vtt
mainstreet024,20,00:02:53.280,00:03:08.850,Sandra Kelly,"Where to go, so that was my introduction, and at that time, I think it was Howard Hughes at that time and I quickly got a membership was relieved to find it wasn't very expensive and relieved that I can rent so many things all at once that was also a nice bonus.",2021-05-05_sandrakelly_videostore_transcript.vtt
mainstreet024,21,00:03:10.320,00:03:18.810,Sandra Kelly,"And I just became hooked from there on out I worked at the newspaper at the time, so I was always close by could just drop in and get a TV show or a movie.",2021-05-05_sandrakelly_videostore_transcript.vtt
mainstreet024,22,00:03:20.040,00:03:22.440,Sandra Kelly,yeah it just became really a part of my whole world.,2021-05-05_sandrakelly_videostore_transcript.vtt
mainstreet024,23,00:03:23.370,00:03:33.990,Monique Lillard,"Okay now so two questions at least here, are you remembering the store that was at I think its fifth and Washington across from the current food co op or you remembering the one on Main Street.",2021-05-05_sandrakelly_videostore_transcript.vtt
mainstreet024,24,00:03:34.050,00:03:37.560,Sandra Kelly,"No, I remember the one Main Street, and I don't remember the dates of that, but that was.",2021-05-05_sandrakelly_videostore_transcript.vtt
mainstreet024,25,00:03:37.560,00:03:38.820,Sandra Kelly,The first time I saw it yeah.,2021-05-05_sandrakelly_videostore_transcript.vtt
mainstreet024,26,00:03:38.910,00:03:39.750,Monique Lillard,The one on Main Street.,2021-05-05_sandrakelly_videostore_transcript.vtt
mainstreet024,27,00:03:39.780,00:03:45.330,Monique Lillard,"Okay, and now i'm just curious What did you do for the newspaper I don't think I knew you worked.",2021-05-05_sandrakelly_videostore_transcript.vtt
mainstreet024,28,00:03:45.390,00:03:49.320,Sandra Kelly,Oh gosh yep I was the sports editor at the newspaper the Daily News.,2021-05-05_sandrakelly_videostore_transcript.vtt
mainstreet024,29,00:03:50.070,00:03:52.920,Monique Lillard,"Very good, very good a female sports at it.",2021-05-05_sandrakelly_videostore_transcript.vtt
mainstreet024,30,00:03:52.950,00:03:53.370,Sandra Kelly,Yes.,2021-05-05_sandrakelly_videostore_transcript.vtt
mainstreet024,31,00:03:53.850,00:03:55.890,Sandra Kelly,A little unusual okay very much so.,2021-05-05_sandrakelly_videostore_transcript.vtt
mainstreet024,32,00:03:56.010,00:03:59.520,Monique Lillard,yeah yeah that is cool there's an interview for another day but.,2021-05-05_sandrakelly_videostore_transcript.vtt
mainstreet024,33,00:04:00.750,00:04:03.600,Monique Lillard,I hope that newspapers don't go the way of the video store.,2021-05-05_sandrakelly_videostore_transcript.vtt
mainstreet024,34,00:04:03.630,00:04:08.550,Monique Lillard,"All right, who have newspapers okay all right so.",2021-05-05_sandrakelly_videostore_transcript.vtt
