objectid,transcript_line,timestamp,end,speaker,words,txt_filename
mainstreet007,1,00:00:00.510,00:00:08.730,Monique Lillard,"takes a second okay there we go, we are recording it is Wednesday may 26 2021.",2021-05-26_benjaminhardcastle_videostore_transcript.vtt
mainstreet007,2,00:00:09.240,00:00:25.800,Monique Lillard,My name is monique lillard and we are doing a recording for the University of Idaho library oral History project concerning the video rental store in Moscow Idaho so I want to ask my interviewee here have you sign the waiver.,2021-05-26_benjaminhardcastle_videostore_transcript.vtt
mainstreet007,3,00:00:26.160,00:00:27.240,Benjamin Hardcastle,I have signed the waiver.,2021-05-26_benjaminhardcastle_videostore_transcript.vtt
mainstreet007,4,00:00:27.480,00:00:30.060,Monique Lillard,"Very good, and can you just state your name for the recording.",2021-05-26_benjaminhardcastle_videostore_transcript.vtt
mainstreet007,5,00:00:30.810,00:00:31.920,Benjamin Hardcastle,Benjamin hardcastle.,2021-05-26_benjaminhardcastle_videostore_transcript.vtt
mainstreet007,6,00:00:32.460,00:00:38.610,Monique Lillard,"Very good, very good i'm asking everybody to do that because it turns out, some people have been mispronouncing their names their whole lives so.",2021-05-26_benjaminhardcastle_videostore_transcript.vtt
mainstreet007,7,00:00:39.570,00:00:41.100,Monique Lillard,Now I know alright.,2021-05-26_benjaminhardcastle_videostore_transcript.vtt
mainstreet007,8,00:00:41.310,00:00:48.240,Monique Lillard,"So just first just talking about the store and well, first of all, did you grow up in Moscow or.",2021-05-26_benjaminhardcastle_videostore_transcript.vtt
mainstreet007,9,00:00:48.300,00:00:48.810,Benjamin Hardcastle,I did.,2021-05-26_benjaminhardcastle_videostore_transcript.vtt
mainstreet007,10,00:00:49.050,00:00:50.580,Benjamin Hardcastle,"I wasn't born here, but I grew up here.",2021-05-26_benjaminhardcastle_videostore_transcript.vtt
mainstreet007,11,00:00:50.790,00:00:51.270,Benjamin Hardcastle,yeah.,2021-05-26_benjaminhardcastle_videostore_transcript.vtt
mainstreet007,12,00:00:51.330,00:01:00.030,Monique Lillard,"that's what I thought that's what I thought when did you first become aware of video stores, in general, and what was then Howard Hughes video, in particular, I.",2021-05-26_benjaminhardcastle_videostore_transcript.vtt
mainstreet007,13,00:01:00.720,00:01:06.630,Benjamin Hardcastle,"think it was probably in the early 80s, you know, maybe, when I was in elementary school because.",2021-05-26_benjaminhardcastle_videostore_transcript.vtt
mainstreet007,14,00:01:07.290,00:01:15.210,Benjamin Hardcastle,"People would have slumber parties that had a very small elementary school class, I think it was like 13 or 14 students total.",2021-05-26_benjaminhardcastle_videostore_transcript.vtt
mainstreet007,15,00:01:15.720,00:01:32.520,Benjamin Hardcastle,"So we had during someone would have a birthday and people would get together they'd always rent movies we'd always rent the kind of classic SCI fi or horror movies from the 70s, and you know this was in the early 80s, so there was already tapes out there and I was aware of him.",2021-05-26_benjaminhardcastle_videostore_transcript.vtt
mainstreet007,16,00:01:33.060,00:01:37.290,Monique Lillard,yeah yeah did you go to Howard Hughes then or to some other video.,2021-05-26_benjaminhardcastle_videostore_transcript.vtt
mainstreet007,17,00:01:37.290,00:01:37.860,Benjamin Hardcastle,yeah when.,2021-05-26_benjaminhardcastle_videostore_transcript.vtt
