objectid,transcript_line,timestamp,end,speaker,words,txt_filename
mainstreet025,1,00:00:01.140,00:00:09.210,Monique Lillard,"Okay, and now it's recording all right, I am monique lillard I am here with the University of Idaho.",2021-08-13_forestellsworth_videostore_transcript.vtt
mainstreet025,2,00:00:10.679,00:00:13.980,Monique Lillard,Video so i'm just adjusting with okay.,2021-08-13_forestellsworth_videostore_transcript.vtt
mainstreet025,3,00:00:15.059,00:00:23.490,Monique Lillard,"Oral oral history of the video rental store that was here in Moscow, sometimes we call it Howard Hughes video sometimes we call it mainstream video.",2021-08-13_forestellsworth_videostore_transcript.vtt
mainstreet025,4,00:00:23.910,00:00:29.100,Monique Lillard,that's the story that we're talking about that we might compare with other video stores if that seems appropriate.,2021-08-13_forestellsworth_videostore_transcript.vtt
mainstreet025,5,00:00:29.970,00:00:44.700,Monique Lillard,It is 6pm on August 13th 2021 that's Friday the 13th and I am going to turn this over and we're going to you're going to have the view of the person i'm interviewing.,2021-08-13_forestellsworth_videostore_transcript.vtt
mainstreet025,6,00:00:45.450,00:00:58.200,Monique Lillard,"And then i'm going to be off camera, but now you know what I look like all right, I was still that i'm talking to history when I do yes okay history, no future future future future future.",2021-08-13_forestellsworth_videostore_transcript.vtt
mainstreet025,7,00:00:59.280,00:00:59.700,Monique Lillard,Okay.,2021-08-13_forestellsworth_videostore_transcript.vtt
mainstreet025,8,00:01:02.070,00:01:06.870,Monique Lillard,And that says recording okay so go ahead feature name and tell us if you sign a waiver.,2021-08-13_forestellsworth_videostore_transcript.vtt
mainstreet025,9,00:01:07.530,00:01:25.230,Monique Lillard,"My name is for us ellsworth and I signed the waiver for this interview excellent excellent So what are your first memories of going to Howard Hughes video um well I love my family when we first moved to Moscow, I was.",2021-08-13_forestellsworth_videostore_transcript.vtt
mainstreet025,10,00:01:27.390,00:01:28.500,Monique Lillard,Five probably.,2021-08-13_forestellsworth_videostore_transcript.vtt
mainstreet025,11,00:01:29.880,00:01:31.440,Monique Lillard,And it was.,2021-08-13_forestellsworth_videostore_transcript.vtt
mainstreet025,12,00:01:32.490,00:01:51.030,Monique Lillard,"Howard Hughes was still, it was in its old location near the where the new code base right lingo psychic yeah so it was and that place was pretty cool because I had the weird little low ceilings and that little so yeah I described described it was love people.",2021-08-13_forestellsworth_videostore_transcript.vtt
mainstreet025,13,00:01:52.800,00:02:03.330,Monique Lillard,"yeah yeah it was yeah I don't know it was I remember, there was like brown kind of brown tan carpet, maybe that's what I remember, but um.",2021-08-13_forestellsworth_videostore_transcript.vtt
mainstreet025,14,00:02:04.950,00:02:10.290,Monique Lillard,And yeah like low ceilings and it had all these different to have.,2021-08-13_forestellsworth_videostore_transcript.vtt
mainstreet025,15,00:02:11.610,00:02:17.610,Monique Lillard,"A wall of fame directors wall of fame and I was too young to know any the directors, but I thought that was cool, like all these different.",2021-08-13_forestellsworth_videostore_transcript.vtt
mainstreet025,16,00:02:19.380,00:02:38.940,Monique Lillard,"yeah, and so I we went there probably like the third day we moved to Moscow just to check it out, and we, and then we yeah I since then I probably went to that store in all its different forms.",2021-08-13_forestellsworth_videostore_transcript.vtt
mainstreet025,17,00:02:40.320,00:02:50.610,Monique Lillard,Probably once a week or even even more often sometimes but yeah so I yeah i've been going there since I was five so that's fun yeah.,2021-08-13_forestellsworth_videostore_transcript.vtt
mainstreet025,18,00:02:51.510,00:03:03.060,Monique Lillard,"Can you remember what your favorite section was when you were a kid or oh it's been the same forever, even as a kid obviously I wasn't allowed to get anything but the horror section.",2021-08-13_forestellsworth_videostore_transcript.vtt
mainstreet025,19,00:03:04.050,00:03:11.580,Monique Lillard,"The scary movies, that was always I just as a kid I just love, just like walking through and looking at the covers and having nightmares just about the covers what it was.",2021-08-13_forestellsworth_videostore_transcript.vtt
mainstreet025,20,00:03:12.480,00:03:22.440,Monique Lillard,"yeah, and so I started watching horror movies, much too young but not that's all yeah so that's always been it was always my favorite even just to look through.",2021-08-13_forestellsworth_videostore_transcript.vtt
mainstreet025,21,00:03:23.670,00:03:26.670,Monique Lillard,yeah yeah when I was a little girl was it.,2021-08-13_forestellsworth_videostore_transcript.vtt
mainstreet025,22,00:03:28.260,00:03:36.570,Monique Lillard,called dark shadow yeah reside in the daytime yeah and when I was really young even seeing the advertisements for.,2021-08-13_forestellsworth_videostore_transcript.vtt
mainstreet025,23,00:03:41.340,00:03:45.030,Monique Lillard,Probably seven years later I love that yeah yeah.,2021-08-13_forestellsworth_videostore_transcript.vtt
mainstreet025,24,00:03:46.920,00:03:47.160,Monique Lillard,Just.,2021-08-13_forestellsworth_videostore_transcript.vtt
mainstreet025,25,00:03:48.210,00:03:54.870,Monique Lillard,Pictures I remember my son and my son looked out over a cover of a book one oh yeah yeah.,2021-08-13_forestellsworth_videostore_transcript.vtt
mainstreet025,26,00:03:56.400,00:04:03.660,Monique Lillard,"yeah see you go there about once we once we need more yeah once yeah sorry, Sir, I was just gonna say that.",2021-08-13_forestellsworth_videostore_transcript.vtt
mainstreet025,27,00:04:04.950,00:04:18.960,Monique Lillard,"What once I was in high school, I became about like twice twice a week i'm going to rent the five movies watch them in like two days and then just do it just do it again, but yeah that's good so.",2021-08-13_forestellsworth_videostore_transcript.vtt
mainstreet025,28,00:04:22.020,00:04:30.630,Monique Lillard,Will you go rent them on your own did you have to negotiate with your brother What was it was only process yeah it was so we would go.,2021-08-13_forestellsworth_videostore_transcript.vtt
mainstreet025,29,00:04:32.490,00:04:35.580,Monique Lillard,And my parents would.,2021-08-13_forestellsworth_videostore_transcript.vtt
mainstreet025,30,00:04:36.630,00:04:46.770,Monique Lillard,"get a movie for them and then read and I, my brother, and I would we would get a few movies, and I, this is, I remember I this is taking me remember the.",2021-08-13_forestellsworth_videostore_transcript.vtt
mainstreet025,31,00:04:48.210,00:04:54.300,Monique Lillard,There was a other video store in East side that was so not as good.,2021-08-13_forestellsworth_videostore_transcript.vtt
mainstreet025,32,00:04:56.820,00:05:17.310,Monique Lillard,"It was so not as good if it only had it was all just about like new releases they had you know back, but you know back catalogues and stuff of older movies, but it wasn't because I remember, we went there when my dad was the first first real horror movie ever saw was the shiny.",2021-08-13_forestellsworth_videostore_transcript.vtt
mainstreet025,33,00:05:19.350,00:05:29.250,Monique Lillard,"yeah and because my dad my dad has like a really bad memory about movies, and he was he just he remembered liking it he's like I think he could, and he just did not remember how scary it was.",2021-08-13_forestellsworth_videostore_transcript.vtt
mainstreet025,34,00:05:30.930,00:05:40.710,Monique Lillard,"Oh yeah the shining the sixth the sixth sense, where the two first horror movies wouldn't probably the way too young, but we were trying to find the shining.",2021-08-13_forestellsworth_videostore_transcript.vtt
mainstreet025,35,00:05:41.490,00:05:48.750,Monique Lillard,"And we went to that started in a while we were closer, we should we start that sort and they didn't they didn't have it in the in the guy we asked was like yeah.",2021-08-13_forestellsworth_videostore_transcript.vtt
mainstreet025,36,00:05:49.290,00:05:59.310,Monique Lillard,"Like we don't there's like so many classics we don't have and then so we just like never, never went back there so yeah and then yeah did you ever go to Hastings yes.",2021-08-13_forestellsworth_videostore_transcript.vtt
mainstreet025,37,00:06:00.840,00:06:03.090,Monique Lillard,Hastings was.,2021-08-13_forestellsworth_videostore_transcript.vtt
mainstreet025,38,00:06:04.860,00:06:19.920,Monique Lillard,"Not you know, not a great selection, but they were pretty good for new releases because they had this deal where, if you returned the movie the next day you got like a certain credit, and so you can just.",2021-08-13_forestellsworth_videostore_transcript.vtt
mainstreet025,39,00:06:20.430,00:06:29.520,Monique Lillard,"Keep building these credits and so eventually you could rent like 10 free movies at once, so that was kind of cool, but it was never like that there was never that go to is usually just like.",2021-08-13_forestellsworth_videostore_transcript.vtt
mainstreet025,40,00:06:30.210,00:06:45.300,Monique Lillard,"If there is some new release I wouldn't really brand new releases out, it was all for the because they you know they had all the so much of the old stuff and weird stuff that was yeah because the new releases, you can find whatever so that wasn't really.",2021-08-13_forestellsworth_videostore_transcript.vtt
mainstreet025,41,00:06:46.380,00:06:54.960,Monique Lillard,"Interesting Okay, did you get home i'm watching HBO or I don't know what you were back.",2021-08-13_forestellsworth_videostore_transcript.vtt
mainstreet025,42,00:06:55.980,00:06:58.320,Monique Lillard,This is mustache oh no.,2021-08-13_forestellsworth_videostore_transcript.vtt
mainstreet025,43,00:06:59.550,00:07:01.710,Monique Lillard,i'm sorry continue sorry.,2021-08-13_forestellsworth_videostore_transcript.vtt
mainstreet025,44,00:07:03.240,00:07:04.680,Monique Lillard,watching movies at home.,2021-08-13_forestellsworth_videostore_transcript.vtt
mainstreet025,45,00:07:05.760,00:07:12.120,Monique Lillard,So my family we didn't like we did we got in and out a lot later than most families did.,2021-08-13_forestellsworth_videostore_transcript.vtt
mainstreet025,46,00:07:13.260,00:07:19.080,Monique Lillard,"So it was so yeah so it was mostly you know, we had like DVD player and whatever TV, but we didn't have.",2021-08-13_forestellsworth_videostore_transcript.vtt
mainstreet025,47,00:07:19.590,00:07:36.690,Monique Lillard,"We didn't have streaming or anything so it was all so that's like how and then, once we did get Internet I still it was like I still prefer to go it was just like the the ritual of I guess just the experience of the right thing right and.",2021-08-13_forestellsworth_videostore_transcript.vtt
mainstreet025,48,00:07:37.770,00:07:41.880,Monique Lillard,"i'm kind of thing, are there any other video stores in Moscow that you remember.",2021-08-13_forestellsworth_videostore_transcript.vtt
mainstreet025,49,00:07:45.180,00:07:48.120,Monique Lillard,"Oh, so it safe way.",2021-08-13_forestellsworth_videostore_transcript.vtt
mainstreet025,50,00:07:49.980,00:07:58.740,Monique Lillard,"Still he's still be the will either really random selection and I don't I think we may be rented one movie there ever, but I would always.",2021-08-13_forestellsworth_videostore_transcript.vtt
mainstreet025,51,00:08:00.180,00:08:06.660,Monique Lillard,You know some of my mom the shopping I would always go and look through it like it wasn't very big just like a few spinners but.,2021-08-13_forestellsworth_videostore_transcript.vtt
mainstreet025,52,00:08:07.080,00:08:18.900,Monique Lillard,"They I remember, they had some weird stuff because I was, I was six or seven around when it goes there and yeah so I remember seeing so they had some weird covers like weird or like.",2021-08-13_forestellsworth_videostore_transcript.vtt
mainstreet025,53,00:08:19.980,00:08:29.340,Monique Lillard,"movies yeah so I kind of installer for that, and for the gas stations that had like a move, like a tiny little windy I just yeah I never liked her.",2021-08-13_forestellsworth_videostore_transcript.vtt
mainstreet025,54,00:08:30.900,00:08:31.350,Monique Lillard,um.,2021-08-13_forestellsworth_videostore_transcript.vtt
mainstreet025,55,00:08:33.900,00:08:41.100,Monique Lillard,"How about you Emily do the city yeah um so the main I love Okay, so I lived in Boise.",2021-08-13_forestellsworth_videostore_transcript.vtt
mainstreet025,56,00:08:42.990,00:08:43.770,Monique Lillard,Nevada.,2021-08-13_forestellsworth_videostore_transcript.vtt
mainstreet025,57,00:08:45.060,00:08:53.580,Monique Lillard,"Nevada and milwaukee Wisconsin for significant amounts of time, most of my life has been in Moscow button, for you know summers are something that.",2021-08-13_forestellsworth_videostore_transcript.vtt
mainstreet025,58,00:08:57.690,00:09:07.290,Monique Lillard,i've never i've never really found a video store like like Howard Hughes and even in these in I.,2021-08-13_forestellsworth_videostore_transcript.vtt
mainstreet025,59,00:09:08.400,00:09:10.680,Monique Lillard,The closest one.,2021-08-13_forestellsworth_videostore_transcript.vtt
mainstreet025,60,00:09:12.810,00:09:19.680,Monique Lillard,That i've been because i've you know i've heard that like there's wasn't scared co video and Seattle that's like this thing.,2021-08-13_forestellsworth_videostore_transcript.vtt
