objectid,transcript_line,start,end,speaker,text,txt_filename
mainstreet032,,00:00:00.000,00:00:00.000,,"Had you minimized for a second was like oh no, what do I do, out of it.",2021-04-20_connororourke_videostore_transcript.vtt
mainstreet032,,00:00:00.000,00:00:02.000,,"Yeah. All right, well I'm gonna start recording here.",2021-04-20_connororourke_videostore_transcript.vtt
mainstreet032,,00:00:02.000,00:00:07.000,,"Okay. Looks like we're recording, get a little recording sign up. Yep.",2021-04-20_connororourke_videostore_transcript.vtt
mainstreet032,,00:00:07.000,00:00:08.000,,Cool.,2021-04-20_connororourke_videostore_transcript.vtt
mainstreet032,,00:00:08.000,00:00:17.000,,Well my name is Bo Newsome I'm with the University of Idaho libraries oral history project for the Howard Hughes videos last mainstream Video Co Op.,2021-04-20_connororourke_videostore_transcript.vtt
mainstreet032,,00:00:17.000,00:00:23.000,,"I'm here with Connor O'Rourke Connor go ahead and say your name, and let me know.",2021-04-20_connororourke_videostore_transcript.vtt
mainstreet032,,00:00:23.000,00:00:26.000,,I guess describe your relationship with the Video Star.,2021-04-20_connororourke_videostore_transcript.vtt
mainstreet032,,00:00:26.000,00:00:37.000,,"Okay. My name is Connor rock, and I was an employee, starting in 2016, all the way up until closing day, and March 2020.",2021-04-20_connororourke_videostore_transcript.vtt
mainstreet032,,00:00:37.000,00:00:41.000,,And the last year of the store I was a store manager as well.,2021-04-20_connororourke_videostore_transcript.vtt
mainstreet032,,00:00:41.000,00:00:45.000,,Okay.,2021-04-20_connororourke_videostore_transcript.vtt
mainstreet032,,00:00:45.000,00:00:48.000,,Are you from the area.,2021-04-20_connororourke_videostore_transcript.vtt
mainstreet032,,00:00:48.000,00:00:55.000,,"I'm from quarter lane, and I came up here to go to college, and yeah I first heard about the store.",2021-04-20_connororourke_videostore_transcript.vtt
mainstreet032,,00:00:55.000,00:01:08.000,,"When I'm in undergraduate just somebody told me that there's a video rental store, and I'd spent most of my childhood like going to the video store in quarter lane they we had a Hollywood video.",2021-04-20_connororourke_videostore_transcript.vtt
