objectid,transcript_line,timestamp,end,speaker,words,txt_filename
mainstreet013,1,00:00:01.140,00:00:03.179,Monique Lillard,"There we go all right, we should be recording.",2021-04-21_henrygregson_videostore_transcript.vtt
mainstreet013,2,00:00:03.449,00:00:08.580,Monique Lillard,So for the recording I am monique lillard I am hired by the University of Idaho.,2021-04-21_henrygregson_videostore_transcript.vtt
mainstreet013,3,00:00:08.639,00:00:22.710,Monique Lillard,"library to do an oral History project regarding the video store here in Moscow, it is April 21 2021 I just realized I forgot to say that in the other one but uh well.",2021-04-21_henrygregson_videostore_transcript.vtt
mainstreet013,4,00:00:23.730,00:00:24.300,Monique Lillard,um.,2021-04-21_henrygregson_videostore_transcript.vtt
mainstreet013,5,00:00:25.410,00:00:27.690,Monique Lillard,"let's see what happens it'll work out, I think.",2021-04-21_henrygregson_videostore_transcript.vtt
mainstreet013,6,00:00:28.920,00:00:31.830,Monique Lillard,"So, have you signed the waiver release that I sent you.",2021-04-21_henrygregson_videostore_transcript.vtt
mainstreet013,7,00:00:32.070,00:00:37.230,Monique Lillard,"Yes, good that's what I thought would you state your name and your age for the recording.",2021-04-21_henrygregson_videostore_transcript.vtt
mainstreet013,8,00:00:37.530,00:00:40.800,Henry Gregson,"Yes, thing i'm Henry gregson I am 23.",2021-04-21_henrygregson_videostore_transcript.vtt
mainstreet013,9,00:00:41.370,00:00:43.890,Monique Lillard,"Very good, very good so.",2021-04-21_henrygregson_videostore_transcript.vtt
mainstreet013,10,00:00:45.180,00:00:53.040,Monique Lillard,"How and when did you find out about the video rental store here in Moscow, or do you ever remember not having such a store.",2021-04-21_henrygregson_videostore_transcript.vtt
mainstreet013,11,00:00:54.000,00:01:13.080,Henry Gregson,"I don't honestly like I remember when the store was across the street from the Co op before it's like entire renovation and like relocation and like I remember going there forever I grew up in Moscow, so it was it was definitely like a hot spot for us, and my family growing up.",2021-04-21_henrygregson_videostore_transcript.vtt
mainstreet013,12,00:01:14.610,00:01:16.230,Monique Lillard,How often would you visit the store.,2021-04-21_henrygregson_videostore_transcript.vtt
mainstreet013,13,00:01:16.860,00:01:27.570,Henry Gregson,"At least we would visit the store at least once a week, especially beginning once I started doing like the $5 for five days and five movies, and so forth, and.",2021-04-21_henrygregson_videostore_transcript.vtt
mainstreet013,14,00:01:27.990,00:01:35.130,Henry Gregson,"yeah but I mean we would go there all the time, my family that was a big thing we were we always watched a lot of movies, instead of TV.",2021-04-21_henrygregson_videostore_transcript.vtt
mainstreet013,15,00:01:35.910,00:01:43.890,Henry Gregson,"And just because, like we were out in the country and had a horrible connection to like any network, and so we would just always rent movies, like every single week.",2021-04-21_henrygregson_videostore_transcript.vtt
mainstreet013,16,00:01:45.690,00:01:47.400,Monique Lillard,And what was your favorite section.,2021-04-21_henrygregson_videostore_transcript.vtt
mainstreet013,17,00:01:49.140,00:01:56.820,Henry Gregson,"I don't even know as a as a kid definitely like I was always into the blockbusters naturally but, as I grew older I definitely.",2021-04-21_henrygregson_videostore_transcript.vtt
mainstreet013,18,00:01:57.510,00:02:09.180,Henry Gregson,"My family, we were always in like the award the Academy award sections like it was kind of they had like a little regimen they were trying to prep me and like expose me to all the you know great films and everything like that so.",2021-04-21_henrygregson_videostore_transcript.vtt
mainstreet013,19,00:02:09.660,00:02:15.510,Monique Lillard,yeah yeah that's so funny we had that know our child has to have seen this movie to see that yeah.,2021-04-21_henrygregson_videostore_transcript.vtt
mainstreet013,20,00:02:15.720,00:02:17.280,Henry Gregson,checklist like a checklist.,2021-04-21_henrygregson_videostore_transcript.vtt
mainstreet013,21,00:02:17.400,00:02:24.120,Henry Gregson,"Exactly I remember, as I like started to have like a little bit more autonomy and I would go there with friends, instead of my parents.",2021-04-21_henrygregson_videostore_transcript.vtt
mainstreet013,22,00:02:24.540,00:02:35.010,Henry Gregson,"Like during high school, we definitely had fun like going through the editors PICs as well and, just like going to those like kind of niche sections and I don't know yeah it was cool to learn about.",2021-04-21_henrygregson_videostore_transcript.vtt
mainstreet013,23,00:02:35.220,00:02:36.210,Monique Lillard,yeah yeah.,2021-04-21_henrygregson_videostore_transcript.vtt
mainstreet013,24,00:02:37.320,00:02:45.900,Monique Lillard,"I think you were saying you were talking about the one at the video store location that was across from the food, where the food co op is now right.",2021-04-21_henrygregson_videostore_transcript.vtt
