objectid,transcript_line,timestamp,end,speaker,words,txt_filename
mainstreet029,1,00:00:01.800,00:00:18.000,Monique Lillard,"Okay, we are now recording I am monique lillard I am doing these oral history interviews for the University of Idaho library oral History project about the video rental store in Moscow Idaho.",2021-04-21_martinmcgreevy_videostore_transcript.vtt
mainstreet029,2,00:00:19.230,00:00:28.680,Monique Lillard,"i'm talking with someone who will state his own name and just a minute, so that we get everything perfect about how we say it, but I want to ask first have you signed the waiver release.",2021-04-21_martinmcgreevy_videostore_transcript.vtt
mainstreet029,3,00:00:28.920,00:00:37.530,Monique Lillard,"Yes, perfect good Thank you so would you stay for the recording your name and your age or birthday, whatever you'd prefer.",2021-04-21_martinmcgreevy_videostore_transcript.vtt
mainstreet029,4,00:00:37.770,00:00:42.600,Martin McGreevy,yeah my name is Martin mccree and i'm 35 years.,2021-04-21_martinmcgreevy_videostore_transcript.vtt
mainstreet029,5,00:00:43.140,00:00:44.220,Monique Lillard,"Oh, my goodness.",2021-04-21_martinmcgreevy_videostore_transcript.vtt
mainstreet029,6,00:00:45.240,00:00:46.020,Monique Lillard,How did that happen.,2021-04-21_martinmcgreevy_videostore_transcript.vtt
mainstreet029,7,00:00:47.070,00:00:48.900,Monique Lillard,"You don't look 35 anyway, so that second.",2021-04-21_martinmcgreevy_videostore_transcript.vtt
mainstreet029,8,00:00:51.330,00:01:00.630,Monique Lillard,"Okay, just interested in your impressions of the store how and when did you find out about the video rental store.",2021-04-21_martinmcgreevy_videostore_transcript.vtt
mainstreet029,9,00:01:02.100,00:01:03.690,Monique Lillard,How did that all unfold.,2021-04-21_martinmcgreevy_videostore_transcript.vtt
mainstreet029,10,00:01:04.170,00:01:06.540,Martin McGreevy,yeah when I was in.,2021-04-21_martinmcgreevy_videostore_transcript.vtt
mainstreet029,11,00:01:08.250,00:01:09.480,Martin McGreevy,elementary school.,2021-04-21_martinmcgreevy_videostore_transcript.vtt
mainstreet029,12,00:01:11.340,00:01:20.820,Martin McGreevy,My parents would take us for like a tree to go to get a movie to watch at night.,2021-04-21_martinmcgreevy_videostore_transcript.vtt
mainstreet029,13,00:01:22.020,00:01:33.270,Martin McGreevy,"From like on special occasions like on Fridays, and we would go to power to us in time there was a local one and we wanted to support them.",2021-04-21_martinmcgreevy_videostore_transcript.vtt
mainstreet029,14,00:01:33.960,00:01:45.960,Martin McGreevy,"And we would go and we as kids would all run around the store and pick like our movie that we wanted to watch so like it would be like, I want to watch Batman no, I want to watch fantasia or watch.",2021-04-21_martinmcgreevy_videostore_transcript.vtt
mainstreet029,15,00:01:46.410,00:01:52.620,Martin McGreevy,"Land for time or home alone, and then we would kind of get to the registered, and they have to hash it out and figure out which.",2021-04-21_martinmcgreevy_videostore_transcript.vtt
mainstreet029,16,00:01:52.770,00:02:07.860,Martin McGreevy,"we're going to get sometimes he would get a couple and watch over the weekend, but it was like a really magical thing time to kind of contemplate going to the store and getting to watch a film and then we watch it as a family like make popcorn and everything.",2021-04-21_martinmcgreevy_videostore_transcript.vtt
mainstreet029,17,00:02:09.510,00:02:25.320,Martin McGreevy,"And I remember, specifically the power to us was the one had the best curation because there were a few others, I think there was one called like video land or something like that so started to where, if you leave is now.",2021-04-21_martinmcgreevy_videostore_transcript.vtt
mainstreet029,18,00:02:26.850,00:02:37.920,Martin McGreevy,But the staff and employees that how to use had like a very particular brand of curation that made it really fun with you have her kids section.,2021-04-21_martinmcgreevy_videostore_transcript.vtt
mainstreet029,19,00:02:38.310,00:02:49.320,Martin McGreevy,they'd have like their staff picks what kind of more arthouse films and things so it was always a fun experience as a family figure out what we're going to get yeah.,2021-04-21_martinmcgreevy_videostore_transcript.vtt
