objectid,transcript_line,timestamp,end,speaker,words,txt_filename
mainstreet004,1,00:00:00.210,00:00:07.319,Beau Newsome,"sweet Okay, I think we're good to go, so my name is Bo newsome i'm here with the with becca.",2021-06-15_bekahmillermacphee_videostore_transcript.vtt
mainstreet004,2,00:00:09.300,00:00:21.390,Beau Newsome,We are here on behalf of the University of Idaho library archives and special collections department we're doing oral oral History project on Howard Hughes videos last mainstream video co op.,2021-06-15_bekahmillermacphee_videostore_transcript.vtt
mainstreet004,3,00:00:22.770,00:00:25.170,Beau Newsome,becca if you wouldn't mind seeing your name.,2021-06-15_bekahmillermacphee_videostore_transcript.vtt
mainstreet004,4,00:00:25.860,00:00:33.120,Beau Newsome,And just give a little brief description of how and when you found out about the video store when you move to Moscow.,2021-06-15_bekahmillermacphee_videostore_transcript.vtt
mainstreet004,5,00:00:33.840,00:00:48.870,Bekah Miller MacPhee,yeah my name is becca Miller mcphee I moved to Moscow August of 2006 as a transfer student at ui and was really looking for.,2021-06-15_bekahmillermacphee_videostore_transcript.vtt
mainstreet004,6,00:00:50.400,00:00:53.160,Bekah Miller MacPhee,places that would make me feel at home.,2021-06-15_bekahmillermacphee_videostore_transcript.vtt
mainstreet004,7,00:00:53.430,00:00:54.540,Beau Newsome,Where did you move from.,2021-06-15_bekahmillermacphee_videostore_transcript.vtt
mainstreet004,8,00:00:55.050,00:00:59.010,Bekah Miller MacPhee,I oh I moved from nashville Tennessee.,2021-06-15_bekahmillermacphee_videostore_transcript.vtt
mainstreet004,9,00:01:00.210,00:01:00.540,Beau Newsome,Okay.,2021-06-15_bekahmillermacphee_videostore_transcript.vtt
mainstreet004,10,00:01:00.930,00:01:05.430,Beau Newsome,yeah was there any kind of videos stores or.,2021-06-15_bekahmillermacphee_videostore_transcript.vtt
mainstreet004,11,00:01:06.030,00:01:08.400,Beau Newsome,Cocoa shops and all sorts of stuff.,2021-06-15_bekahmillermacphee_videostore_transcript.vtt
mainstreet004,12,00:01:08.430,00:01:10.530,Bekah Miller MacPhee,In nashville um.,2021-06-15_bekahmillermacphee_videostore_transcript.vtt
mainstreet004,13,00:01:11.640,00:01:24.210,Bekah Miller MacPhee,"Yes, yeah there, there were but not any that I was attached to I think I think there were still some big chains kind of hanging on when I left but not anything like Howard Hughes.",2021-06-15_bekahmillermacphee_videostore_transcript.vtt
mainstreet004,14,00:01:25.620,00:01:26.250,Bekah Miller MacPhee,So.,2021-06-15_bekahmillermacphee_videostore_transcript.vtt
mainstreet004,15,00:01:26.580,00:01:27.360,Beau Newsome,We like to hear.,2021-06-15_bekahmillermacphee_videostore_transcript.vtt
mainstreet004,16,00:01:27.690,00:01:40.290,Bekah Miller MacPhee,"yeah so yeah when I got to Moscow, I found a lot of it really charming and yeah Howard Hughes was just one of the many one of the many downtown gems I found.",2021-06-15_bekahmillermacphee_videostore_transcript.vtt
mainstreet004,17,00:01:41.340,00:01:43.110,Bekah Miller MacPhee,Early on yeah.,2021-06-15_bekahmillermacphee_videostore_transcript.vtt
mainstreet004,18,00:01:43.170,00:01:45.630,Beau Newsome,um Do you remember what store.,2021-06-15_bekahmillermacphee_videostore_transcript.vtt
mainstreet004,19,00:01:47.070,00:01:50.400,Beau Newsome,One iteration of a story was that when you move here was on fifth street.,2021-06-15_bekahmillermacphee_videostore_transcript.vtt
mainstreet004,20,00:01:51.750,00:01:55.350,Bekah Miller MacPhee,"It was on yes, it was on fifth street.",2021-06-15_bekahmillermacphee_videostore_transcript.vtt
mainstreet004,21,00:01:55.410,00:01:55.950,Beau Newsome,Right across.,2021-06-15_bekahmillermacphee_videostore_transcript.vtt
mainstreet004,22,00:01:56.190,00:01:59.790,Beau Newsome,"A lot yep Okay, and it was the big store so.",2021-06-15_bekahmillermacphee_videostore_transcript.vtt
mainstreet004,23,00:01:59.970,00:02:00.750,Bekah Miller MacPhee,Big yeah.,2021-06-15_bekahmillermacphee_videostore_transcript.vtt
mainstreet004,24,00:02:00.780,00:02:01.740,Bekah Miller MacPhee,Okay yeah yeah.,2021-06-15_bekahmillermacphee_videostore_transcript.vtt
mainstreet004,25,00:02:03.090,00:02:05.430,Beau Newsome,How often do you think you visited the videos.,2021-06-15_bekahmillermacphee_videostore_transcript.vtt
mainstreet004,26,00:02:06.360,00:02:07.260,Bekah Miller MacPhee,Oh lot.,2021-06-15_bekahmillermacphee_videostore_transcript.vtt
mainstreet004,27,00:02:07.710,00:02:09.300,Beau Newsome,A lot to me twice a week.,2021-06-15_bekahmillermacphee_videostore_transcript.vtt
mainstreet004,28,00:02:09.840,00:02:16.020,Bekah Miller MacPhee,i'm probably at least twice a week honestly yeah I remember um.,2021-06-15_bekahmillermacphee_videostore_transcript.vtt
mainstreet004,29,00:02:17.700,00:02:29.220,Bekah Miller MacPhee,"Oh gosh i'm getting my years mixed up but yeah at least twice a week, I was mean I was renting a lot of a lot of videos a lot of DVDs their netflix wasn't there yet.",2021-06-15_bekahmillermacphee_videostore_transcript.vtt
