objectid,transcript_line,start,end,speaker,text,txt_filename
mainstreet017,1,00:00:00.510,00:00:03.959,Beau Newsome,Alright we're recording so hi I schmitz.,2021-05-14_katyschmidt_soonaschmidt_videostore_transcript.vtt
mainstreet017,2,00:00:06.299,00:00:09.750,Beau Newsome,"So i'm here with the University of Idaho library, my name is Bo news somewhere.",2021-05-14_katyschmidt_soonaschmidt_videostore_transcript.vtt
mainstreet017,3,00:00:11.550,00:00:28.560,Beau Newsome,"The University of Idaho library adopted some of the Howard Hughes video library of their DVDs and vhs and i'm here with long time customers is a video store i'll just call him this schmitz katie and sooner, if you wouldn't mind just.",2021-05-14_katyschmidt_soonaschmidt_videostore_transcript.vtt
mainstreet017,4,00:00:30.000,00:00:31.530,Beau Newsome,Saying if you sign the waiver.,2021-05-14_katyschmidt_soonaschmidt_videostore_transcript.vtt
mainstreet017,5,00:00:32.370,00:00:33.030,Katy Schmidt,signed a waiver.,2021-05-14_katyschmidt_soonaschmidt_videostore_transcript.vtt
mainstreet017,6,00:00:34.290,00:00:35.400,Soona Schmidt,I also signed the.,2021-05-14_katyschmidt_soonaschmidt_videostore_transcript.vtt
mainstreet017,7,00:00:35.400,00:00:36.930,Beau Newsome,winner okay okay good.,2021-05-14_katyschmidt_soonaschmidt_videostore_transcript.vtt
mainstreet017,8,00:00:38.640,00:00:43.590,Beau Newsome,um so yeah just go ahead and say your names and just give a little bit of background on.,2021-05-14_katyschmidt_soonaschmidt_videostore_transcript.vtt
mainstreet017,9,00:00:45.750,00:00:49.170,Beau Newsome,Just the video star in general and then we'll kind of go into depth little bit about.,2021-05-14_katyschmidt_soonaschmidt_videostore_transcript.vtt
mainstreet017,10,00:00:51.540,00:01:15.360,Katy Schmidt,"Well i'm katie and I remember, we moved back to Moscow in 1989 I remember, because the first grade teacher, had it up on the counting down the days to 90 up on the board, and we have we're part of four sisters and when once we got old enough to walk around town by ourselves, I don't know.",2021-05-14_katyschmidt_soonaschmidt_videostore_transcript.vtt
mainstreet017,11,00:01:16.230,00:01:17.280,Beau Newsome,"How old, are you and at night.",2021-05-14_katyschmidt_soonaschmidt_videostore_transcript.vtt
mainstreet017,12,00:01:18.000,00:01:30.660,Katy Schmidt,"I was in first grade meeting, so it was a while before it was probably mid 90s before we were walking around yeah probably but mom would let us walk down to the video store by ourselves and pick out a movie yeah.",2021-05-14_katyschmidt_soonaschmidt_videostore_transcript.vtt
mainstreet017,13,00:01:31.320,00:01:34.860,Soona Schmidt,"I remember that, and I remember that it was over in that.",2021-05-14_katyschmidt_soonaschmidt_videostore_transcript.vtt
mainstreet017,14,00:01:35.070,00:01:35.550,Katy Schmidt,Oh yeah.,2021-05-14_katyschmidt_soonaschmidt_videostore_transcript.vtt
mainstreet017,15,00:01:35.970,00:01:45.060,Soona Schmidt,"Maybe it's like an insurance building now but it had like you would walk in, and it was kind of a long narrow room and and, like the the.",2021-05-14_katyschmidt_soonaschmidt_videostore_transcript.vtt
mainstreet017,16,00:01:46.620,00:01:51.150,Soona Schmidt,"counter was up in one area, and then you would like go up the steps to get to the other.",2021-05-14_katyschmidt_soonaschmidt_videostore_transcript.vtt
mainstreet017,17,00:01:51.150,00:01:52.980,Beau Newsome,area mm hmm yeah and.,2021-05-14_katyschmidt_soonaschmidt_videostore_transcript.vtt
mainstreet017,18,00:01:53.040,00:01:55.440,Soona Schmidt,So yeah and I remember that.,2021-05-14_katyschmidt_soonaschmidt_videostore_transcript.vtt
mainstreet017,19,00:01:56.640,00:01:57.780,Beau Newsome,Because there's basically.,2021-05-14_katyschmidt_soonaschmidt_videostore_transcript.vtt
mainstreet017,20,00:01:58.110,00:02:01.800,Beau Newsome,In this interview we're talking about there's four iterations of the store there was.,2021-05-14_katyschmidt_soonaschmidt_videostore_transcript.vtt
mainstreet017,21,00:02:03.270,00:02:14.370,Beau Newsome,"That was the fifth street address, but it was at first it was just a corner portion of the big store on fifth street fifth in Washington Okay, and then the plane store moved out to the highway.",2021-05-14_katyschmidt_soonaschmidt_videostore_transcript.vtt
mainstreet017,22,00:02:15.210,00:02:20.070,Beau Newsome,And the video store expanded and that became the fifth street address like a cross from the Co op.,2021-05-14_katyschmidt_soonaschmidt_videostore_transcript.vtt
mainstreet017,23,00:02:20.310,00:02:20.880,Soona Schmidt,yep.,2021-05-14_katyschmidt_soonaschmidt_videostore_transcript.vtt
mainstreet017,24,00:02:21.060,00:02:27.330,Beau Newsome,And then became mainstream video and then became the top at the Main Street address yeah.,2021-05-14_katyschmidt_soonaschmidt_videostore_transcript.vtt
mainstreet017,25,00:02:27.450,00:02:30.150,Soona Schmidt,So what iteration is that the second one.,2021-05-14_katyschmidt_soonaschmidt_videostore_transcript.vtt
mainstreet017,26,00:02:30.870,00:02:34.110,Beau Newsome,yeah you guys are probably familiar with the second iteration of it yeah.,2021-05-14_katyschmidt_soonaschmidt_videostore_transcript.vtt
mainstreet017,27,00:02:35.040,00:02:35.790,Soona Schmidt,yeah you really.,2021-05-14_katyschmidt_soonaschmidt_videostore_transcript.vtt
mainstreet017,28,00:02:35.820,00:02:40.260,Beau Newsome,Which is what I that's where I first got my job there under ramen.,2021-05-14_katyschmidt_soonaschmidt_videostore_transcript.vtt
mainstreet017,29,00:02:40.980,00:02:47.190,Soona Schmidt,And I remember Richard I think working there because I remember one interaction when.,2021-05-14_katyschmidt_soonaschmidt_videostore_transcript.vtt
mainstreet017,30,00:02:48.420,00:02:52.080,Soona Schmidt,You could like maybe answer the question and get a free movie rental.,2021-05-14_katyschmidt_soonaschmidt_videostore_transcript.vtt
mainstreet017,31,00:02:52.470,00:02:53.130,Beau Newsome,"Yes, and.",2021-05-14_katyschmidt_soonaschmidt_videostore_transcript.vtt
mainstreet017,32,00:02:53.220,00:03:08.970,Soona Schmidt,"It was it was, I think there were multiple sisters there at the same time, and we were trying to get this free rental and the question was like to name all the power puff girls, maybe or three or four of the power puff girls, and it was a struggle man.",2021-05-14_katyschmidt_soonaschmidt_videostore_transcript.vtt
mainstreet017,33,00:03:09.240,00:03:13.560,Soona Schmidt,To do it me we did we got it and we got our free rental I have no idea what we've.,2021-05-14_katyschmidt_soonaschmidt_videostore_transcript.vtt
mainstreet017,34,00:03:14.880,00:03:15.270,Soona Schmidt,got it.,2021-05-14_katyschmidt_soonaschmidt_videostore_transcript.vtt
mainstreet017,35,00:03:15.300,00:03:17.820,Beau Newsome,And really can band together and handle and be like okay.,2021-05-14_katyschmidt_soonaschmidt_videostore_transcript.vtt
mainstreet017,36,00:03:18.600,00:03:18.900,Soona Schmidt,yeah.,2021-05-14_katyschmidt_soonaschmidt_videostore_transcript.vtt
mainstreet017,37,00:03:18.990,00:03:19.980,Beau Newsome,let's figure this out.,2021-05-14_katyschmidt_soonaschmidt_videostore_transcript.vtt
mainstreet017,38,00:03:20.310,00:03:20.580,Beau Newsome,i'm sure.,2021-05-14_katyschmidt_soonaschmidt_videostore_transcript.vtt
mainstreet017,39,00:03:21.030,00:03:22.080,,Most the points.,2021-05-14_katyschmidt_soonaschmidt_videostore_transcript.vtt
mainstreet017,40,00:03:23.490,00:03:27.690,Beau Newsome,"Yes, so your folks came in a lot didn't they.",2021-05-14_katyschmidt_soonaschmidt_videostore_transcript.vtt
mainstreet017,41,00:03:28.080,00:03:28.560,Soona Schmidt,yeah.,2021-05-14_katyschmidt_soonaschmidt_videostore_transcript.vtt
mainstreet017,42,00:03:28.710,00:03:31.740,Beau Newsome,"Sure Okay, but it was one of those accounts, where it was.",2021-05-14_katyschmidt_soonaschmidt_videostore_transcript.vtt
mainstreet017,43,00:03:32.970,00:03:39.240,Beau Newsome,"The the two parents and then for girls and you guys had carte blanche, or whatever you could come in and.",2021-05-14_katyschmidt_soonaschmidt_videostore_transcript.vtt
