objectid,transcript_line,timestamp,end,speaker,words,txt_filename
mainstreet010,1,00:00:00.900,00:00:10.500,Monique Lillard,"We go here i'll start right now I am monique lillard and I am conducting interviews, on behalf of the University of Idaho library.",2021-06-24_dalegraden_videostore_transcript.vtt
mainstreet010,2,00:00:10.950,00:00:30.960,Monique Lillard,"Which is doing an oral History project on the video rental store that was here in town sometimes known as Howard Hughes then later, known as mainstreet video co op i'm here today, it is let's see it is June 24 2021.",2021-06-24_dalegraden_videostore_transcript.vtt
mainstreet010,3,00:00:33.750,00:00:34.350,Monique Lillard,and,2021-06-24_dalegraden_videostore_transcript.vtt
mainstreet010,4,00:00:35.730,00:00:43.140,Monique Lillard,i'm talking with someone who will introduce himself in just one moment My first question is did you get a chance to sign the waiver online.,2021-06-24_dalegraden_videostore_transcript.vtt
mainstreet010,5,00:00:43.770,00:00:46.410,Monique Lillard,"Yes, perfect and can you state your name.",2021-06-24_dalegraden_videostore_transcript.vtt
mainstreet010,6,00:00:47.160,00:00:48.210,Dale Graden,he'll graydon.,2021-06-24_dalegraden_videostore_transcript.vtt
mainstreet010,7,00:00:48.450,00:00:53.160,Monique Lillard,"All right, great and you're sitting in your office at the university Is that correct.",2021-06-24_dalegraden_videostore_transcript.vtt
mainstreet010,8,00:00:53.280,00:00:53.880,Dale Graden,I am.,2021-06-24_dalegraden_videostore_transcript.vtt
mainstreet010,9,00:00:54.120,00:00:59.400,Monique Lillard,yeah it's nice it looks good so first talking about the video store.,2021-06-24_dalegraden_videostore_transcript.vtt
mainstreet010,10,00:01:00.990,00:01:10.020,Monique Lillard,"How and when did you find out there was a video store in Moscow, maybe you went to more than one and did you ever go to Howard Hughes video.",2021-06-24_dalegraden_videostore_transcript.vtt
mainstreet010,11,00:01:12.150,00:01:16.620,Dale Graden,"wow you're putting me on the spot, about an actual date.",2021-06-24_dalegraden_videostore_transcript.vtt
mainstreet010,12,00:01:17.070,00:01:18.480,Dale Graden,don't worry um.,2021-06-24_dalegraden_videostore_transcript.vtt
mainstreet010,13,00:01:19.920,00:01:21.420,Dale Graden,I arrived here.,2021-06-24_dalegraden_videostore_transcript.vtt
mainstreet010,14,00:01:23.940,00:01:27.630,Dale Graden,I arrived here in August of 1992.,2021-06-24_dalegraden_videostore_transcript.vtt
mainstreet010,15,00:01:29.100,00:01:34.860,Dale Graden,I don't know if the Howard Hughes video store was open at that point.,2021-06-24_dalegraden_videostore_transcript.vtt
mainstreet010,16,00:01:37.140,00:01:38.370,Dale Graden,At some.,2021-06-24_dalegraden_videostore_transcript.vtt
mainstreet010,17,00:01:39.570,00:01:45.900,Dale Graden,juncture and i'm sensing it's probably mid to late 1990s.,2021-06-24_dalegraden_videostore_transcript.vtt
mainstreet010,18,00:01:47.880,00:01:49.800,Dale Graden,I started frequenting the store.,2021-06-24_dalegraden_videostore_transcript.vtt
mainstreet010,19,00:01:51.810,00:02:02.100,Dale Graden,"Now this have to do both with personal interests, because I watch a lot of film and at that point, it was pre really pre Internet so you know you're.",2021-06-24_dalegraden_videostore_transcript.vtt
mainstreet010,20,00:02:03.210,00:02:10.260,Dale Graden,it's almost medieval thinking that we were it was vhs and then the dramatic move to at some point two.,2021-06-24_dalegraden_videostore_transcript.vtt
mainstreet010,21,00:02:11.910,00:02:15.300,Dale Graden,DVDs which i'm still trying to catch up with a little humor little here.,2021-06-24_dalegraden_videostore_transcript.vtt
mainstreet010,22,00:02:16.380,00:02:17.070,Dale Graden,and,2021-06-24_dalegraden_videostore_transcript.vtt
mainstreet010,23,00:02:19.020,00:02:28.290,Dale Graden,So the motive was both personal we like to watch film and professional because I was.,2021-06-24_dalegraden_videostore_transcript.vtt
mainstreet010,24,00:02:29.310,00:02:37.290,Dale Graden,At that point experimenting with not experimenting but I was using film and documentaries in my classes.,2021-06-24_dalegraden_videostore_transcript.vtt
