objectid,transcript_line,start,end,speaker,text,txt_filename
mainstreet015,1,00:00:01.469,00:00:03.149,Beau Newsome,Okay we're recording can you hear me.,2021-05-01_ianpannkuk_videostore_transcript.vtt
mainstreet015,2,00:00:03.570,00:00:07.680,Beau Newsome,yeah awesome so I guess First things first did you sign the waiver.,2021-05-01_ianpannkuk_videostore_transcript.vtt
mainstreet015,3,00:00:08.069,00:00:09.030,Beau Newsome,As a consent form.,2021-05-01_ianpannkuk_videostore_transcript.vtt
mainstreet015,4,00:00:09.269,00:00:10.110,Ian Pannkuk,yeah I did.,2021-05-01_ianpannkuk_videostore_transcript.vtt
mainstreet015,5,00:00:10.320,00:00:11.460,Beau Newsome,"No, no trouble there.",2021-05-01_ianpannkuk_videostore_transcript.vtt
mainstreet015,6,00:00:11.700,00:00:12.450,Ian Pannkuk,No yeah.,2021-05-01_ianpannkuk_videostore_transcript.vtt
mainstreet015,7,00:00:13.950,00:00:18.570,Beau Newsome,"right on Well, my name is Bo newsome i'm here with the University of Idaho.",2021-05-01_ianpannkuk_videostore_transcript.vtt
mainstreet015,8,00:00:20.490,00:00:29.010,Beau Newsome,library we're doing an oral history on Howard Hughes video in the videos or I guess mainstream video co op always.,2021-05-01_ianpannkuk_videostore_transcript.vtt
mainstreet015,9,00:00:30.360,00:00:32.670,Beau Newsome,"A struggle with that one because I wasn't there at the time, you know.",2021-05-01_ianpannkuk_videostore_transcript.vtt
mainstreet015,10,00:00:34.530,00:00:42.360,Beau Newsome,"But we have impact cookie and, if you want to just say your name and describe your relationship to Howard Hughes video and the main street co op.",2021-05-01_ianpannkuk_videostore_transcript.vtt
mainstreet015,11,00:00:43.350,00:01:00.390,Ian Pannkuk,yeah so my name is Ian pan cook I have had a long relationship with Howard Hughes video and the mainstream media co op I started going to Howard Hughes as a customer as just a kid and then eventually started working there in.,2021-05-01_ianpannkuk_videostore_transcript.vtt
mainstreet015,12,00:01:02.310,00:01:19.020,Ian Pannkuk,"2014 I want to say and then became a Co manager and helped the Main Street video co op take off, and you know gather owners and by the store and and.",2021-05-01_ianpannkuk_videostore_transcript.vtt
mainstreet015,13,00:01:20.010,00:01:34.770,Ian Pannkuk,"And then, after I was done being co manager of the store I stayed on the board or I joined the board of the mainstream media co op and then right at the end, I was the chair of the mainstream video co op.",2021-05-01_ianpannkuk_videostore_transcript.vtt
mainstreet015,14,00:01:35.010,00:01:42.810,Beau Newsome,"Oh wow okay cool now you say you started in 2014 that was I was, I think I was manager.",2021-05-01_ianpannkuk_videostore_transcript.vtt
mainstreet015,15,00:01:42.900,00:01:43.560,Ian Pannkuk,The time yeah.,2021-05-01_ianpannkuk_videostore_transcript.vtt
mainstreet015,16,00:01:43.650,00:01:45.180,Ian Pannkuk,yeah you were manager and i'm.,2021-05-01_ianpannkuk_videostore_transcript.vtt
mainstreet015,17,00:01:45.180,00:01:45.390,Beau Newsome,Like.,2021-05-01_ianpannkuk_videostore_transcript.vtt
mainstreet015,18,00:01:46.350,00:01:48.030,Ian Pannkuk,yeah you hired me on my birthday.,2021-05-01_ianpannkuk_videostore_transcript.vtt
