objectid,transcript_line,start,end,speaker,text,txt_filename
mainstreet023,1,00:00:01.469,00:00:01.949,Monique Lillard,Okay.,2021-04-28_patengle_videostore_transcript.vtt
mainstreet023,2,00:00:02.040,00:00:05.430,Monique Lillard,"Now there we go, we are recording now very good.",2021-04-28_patengle_videostore_transcript.vtt
mainstreet023,3,00:00:05.670,00:00:12.090,Monique Lillard,So I am monique lillard I am interviewing people as part of an oral history.,2021-04-28_patengle_videostore_transcript.vtt
mainstreet023,4,00:00:12.090,00:00:13.710,Monique Lillard,project for the University of.,2021-04-28_patengle_videostore_transcript.vtt
mainstreet023,5,00:00:13.830,00:00:21.780,Monique Lillard,Idaho libraries regarding the video rent video rental store in Moscow Idaho today is.,2021-04-28_patengle_videostore_transcript.vtt
mainstreet023,6,00:00:22.440,00:00:25.230,,April 28 2021.,2021-04-28_patengle_videostore_transcript.vtt
mainstreet023,7,00:00:26.400,00:00:28.740,Monique Lillard,Man it's absolutely amazing time is going.,2021-04-28_patengle_videostore_transcript.vtt
mainstreet023,8,00:00:28.770,00:00:31.890,Monique Lillard,"incredibly fast, yes it is yes, it is.",2021-04-28_patengle_videostore_transcript.vtt
mainstreet023,9,00:00:33.750,00:00:38.580,Monique Lillard,And I am here to interview pat angle.,2021-04-28_patengle_videostore_transcript.vtt
mainstreet023,10,00:00:39.840,00:00:42.990,Monique Lillard,pat Have you had a chance to sign the waiver.,2021-04-28_patengle_videostore_transcript.vtt
mainstreet023,11,00:00:43.530,00:00:46.380,Monique Lillard,"The one, the one that you signed, yes, yes.",2021-04-28_patengle_videostore_transcript.vtt
mainstreet023,12,00:00:46.560,00:00:47.790,Monique Lillard,"Yes, okay very good.",2021-04-28_patengle_videostore_transcript.vtt
mainstreet023,13,00:00:50.370,00:01:01.860,Monique Lillard,"Can you state for the record, your name just to make sure I pronounced it right and just a very brief statement of your relationship with Howard Hughes video and Main Street video and Main Street video co-operative.",2021-04-28_patengle_videostore_transcript.vtt
