objectid,transcript_line,timestamp,end,speaker,words,txt_filename
mainstreet003,1,00:00:01.589,00:00:03.870,Monique Lillard,"Alright, it looks as if we are recording.",2021-03-18_beaunewsome_videostore_transcript.vtt
mainstreet003,2,00:00:04.290,00:00:23.040,Monique Lillard,"Is march 17 2021 and we are doing a recording for the University of Idaho law, excuse me, the University of Idaho library oral History project concerning the video rental store in Moscow Idaho.",2021-03-18_beaunewsome_videostore_transcript.vtt
mainstreet003,3,00:00:24.330,00:00:39.300,Monique Lillard,"we're going to go on for about one hour and we can meet again if you if you think there's more to say, and we were just talking before the recording started that you might want to add in some dates and all that and that's totally fine okay.",2021-03-18_beaunewsome_videostore_transcript.vtt
mainstreet003,4,00:00:40.590,00:00:42.780,Monique Lillard,And you can you may review this.,2021-03-18_beaunewsome_videostore_transcript.vtt
mainstreet003,5,00:00:44.400,00:00:48.930,Monique Lillard,"This transcript or this tape and even make corrections, if you want.",2021-03-18_beaunewsome_videostore_transcript.vtt
mainstreet003,6,00:00:50.130,00:00:55.470,Monique Lillard,"It just so you know, so you don't have to worry just say what you want to say, and then, if there's something wrong, we can just fix it later.",2021-03-18_beaunewsome_videostore_transcript.vtt
mainstreet003,7,00:00:55.590,00:01:00.450,Monique Lillard,"Okay, and I wanted to ask you, while we're recording have you signed the waiver release.",2021-03-18_beaunewsome_videostore_transcript.vtt
mainstreet003,8,00:01:01.470,00:01:01.980,Monique Lillard,Great.,2021-03-18_beaunewsome_videostore_transcript.vtt
mainstreet003,9,00:01:03.360,00:01:07.530,Beau Newsome,"Pretty smooth actually excellent excellent it wasn't too hard, I have to say yeah.",2021-03-18_beaunewsome_videostore_transcript.vtt
mainstreet003,10,00:01:09.420,00:01:13.500,Monique Lillard,"Can you state for the recording your name, and if you don't mind your birthday.",2021-03-18_beaunewsome_videostore_transcript.vtt
mainstreet003,11,00:01:16.380,00:01:19.890,Beau Newsome,my birthday is June 9 1977.,2021-03-18_beaunewsome_videostore_transcript.vtt
mainstreet003,12,00:01:21.000,00:01:29.580,Monique Lillard,"All right, all right, can you describe your relationship with the video store under whatever name it was when you first encountered it.",2021-03-18_beaunewsome_videostore_transcript.vtt
mainstreet003,13,00:01:30.390,00:01:39.450,Beau Newsome,"When I first encountered, it was Howard Hughes video, so I was basically an employee there for number of years now, I want to guess maybe seven.",2021-03-18_beaunewsome_videostore_transcript.vtt
mainstreet003,14,00:01:40.740,00:01:45.570,Beau Newsome,And I was manager there for probably another seven years so.,2021-03-18_beaunewsome_videostore_transcript.vtt
mainstreet003,15,00:01:46.320,00:01:51.960,Beau Newsome,Oh no about 14 years off and on I was kind of involved video store.,2021-03-18_beaunewsome_videostore_transcript.vtt
mainstreet003,16,00:01:53.610,00:01:54.090,Beau Newsome,yeah.,2021-03-18_beaunewsome_videostore_transcript.vtt
mainstreet003,17,00:01:55.200,00:02:01.740,Beau Newsome,"So, and then my older sister who's eight years older than me she worked there the very.",2021-03-18_beaunewsome_videostore_transcript.vtt
mainstreet003,18,00:02:03.150,00:02:17.040,Beau Newsome,"Beginning of the story, which was on Washington, the corner of Washington and fifth, which is now a farmers building in farmers insurance building used to be just that corner was the original.",2021-03-18_beaunewsome_videostore_transcript.vtt
mainstreet003,19,00:02:18.120,00:02:23.880,Beau Newsome,Video store and then the appliance store was on the other side on the fifth street side.,2021-03-18_beaunewsome_videostore_transcript.vtt
mainstreet003,20,00:02:25.200,00:02:27.900,Beau Newsome,My remember my sister working there and I actually.,2021-03-18_beaunewsome_videostore_transcript.vtt
mainstreet003,21,00:02:29.190,00:02:39.090,Beau Newsome,went in and helped her a couple times just go pull some movies vhs tapes of Kampala and stuff like that I was like wow this is pretty cool.,2021-03-18_beaunewsome_videostore_transcript.vtt
mainstreet003,22,00:02:40.530,00:02:42.360,Beau Newsome,Like we can all these cool movies and stuff.,2021-03-18_beaunewsome_videostore_transcript.vtt
mainstreet003,23,00:02:43.440,00:02:48.840,Beau Newsome,So that was my first memory of of Howard Hughes video basic so.,2021-03-18_beaunewsome_videostore_transcript.vtt
mainstreet003,24,00:02:49.620,00:02:55.560,Monique Lillard,"that's a great story that's a great story, so how often did you visit the store back then, and then you know kind of maybe.",2021-03-18_beaunewsome_videostore_transcript.vtt
mainstreet003,25,00:02:57.360,00:03:09.090,Beau Newsome,"Quite a quite a bit, but there was a lot of video stores in town actually there was the one downtown there was tr video which had two locations in town.",2021-03-18_beaunewsome_videostore_transcript.vtt
mainstreet003,26,00:03:10.140,00:03:13.350,Beau Newsome,And the Moscow mall how to rent a video rental store.,2021-03-18_beaunewsome_videostore_transcript.vtt
mainstreet003,27,00:03:16.140,00:03:27.630,Beau Newsome,"Pluto small I think had aloha tan and video which for you can rent videos and there was also I don't know if there's any like big chains or anything, when I was younger.",2021-03-18_beaunewsome_videostore_transcript.vtt
mainstreet003,28,00:03:28.380,00:03:40.020,Beau Newsome,"So, but yes movie renting was definitely a thing, but maybe not so much Howard Hughes video until they slowly started to kind of died off.",2021-03-18_beaunewsome_videostore_transcript.vtt
mainstreet003,29,00:03:41.370,00:03:44.100,Beau Newsome,Our users kind of the final one so.,2021-03-18_beaunewsome_videostore_transcript.vtt
