objectid,transcript_line,start,end,speaker,text,txt_filename
mainstreet026,1,00:00:00.930,00:00:01.680,Monique Lillard,everything's alright.,2021-08-16_denniswest_videostore_transcript.vtt
mainstreet026,2,00:00:07.230,00:00:08.580,Monique Lillard,"Alright, we are recording.",2021-08-16_denniswest_videostore_transcript.vtt
mainstreet026,3,00:00:09.599,00:00:13.440,Monique Lillard,My name is monique lillard and we are doing an audio recording.,2021-08-16_denniswest_videostore_transcript.vtt
mainstreet026,4,00:00:14.880,00:00:27.450,Monique Lillard,For the University of Idaho library oral History project concerning the video rental store in Moscow Idaho it is August 16 2021 we are sitting outside.,2021-08-16_denniswest_videostore_transcript.vtt
mainstreet026,5,00:00:28.800,00:00:30.990,Monique Lillard,For reasons of coven safety.,2021-08-16_denniswest_videostore_transcript.vtt
mainstreet026,6,00:00:34.650,00:00:56.010,Monique Lillard,"I am going to ask my interviewee if he has signed the waiver and release and asked him to state his name and what used to teach at the University of Idaho just leave this now go ahead answer I am josh to forest washed or, should I sign the waiver and the release that already.",2021-08-16_denniswest_videostore_transcript.vtt
mainstreet026,7,00:00:57.060,00:01:12.270,Monique Lillard,And at university of Idaho from 1979 to 2009 I taught in the programs of foreign languages and literature theatre and film and Latin American studies.,2021-08-16_denniswest_videostore_transcript.vtt
mainstreet026,8,00:01:15.300,00:01:27.030,Monique Lillard,"So those are just my background at university of Idaho okay all right, and thank you for your time being through we've been wanting to speak with you so let's just go ahead and get started.",2021-08-16_denniswest_videostore_transcript.vtt
mainstreet026,9,00:01:27.720,00:01:40.410,Monique Lillard,The how and when did you first find out about the video rental store in town and what are your early memories of the various video part various video stores and Howard Hughes in particular.,2021-08-16_denniswest_videostore_transcript.vtt
mainstreet026,10,00:01:42.630,00:01:46.350,Monique Lillard,Well i'd have to do some sure thinking about to.,2021-08-16_denniswest_videostore_transcript.vtt
mainstreet026,11,00:01:47.370,00:01:48.990,Monique Lillard,For about 10 years.,2021-08-16_denniswest_videostore_transcript.vtt
mainstreet026,12,00:01:51.960,00:01:56.970,Monique Lillard,My spouse and I were part owners over small arch animal.,2021-08-16_denniswest_videostore_transcript.vtt
mainstreet026,13,00:01:57.990,00:02:04.830,Monique Lillard,And shut brunch animal in Moscow Idaho called the micro movie house.,2021-08-16_denniswest_videostore_transcript.vtt
mainstreet026,14,00:02:06.810,00:02:08.670,Monique Lillard,we're gonna have more questions for you go ahead.,2021-08-16_denniswest_videostore_transcript.vtt
mainstreet026,15,00:02:10.770,00:02:17.520,Monique Lillard,So my wife john m wash tonight wondering part owners of that operation.,2021-08-16_denniswest_videostore_transcript.vtt
mainstreet026,16,00:02:18.900,00:02:28.620,Monique Lillard,"And when it closed then Moscow Idaho, of course, without without any kind of art house of any kind.",2021-08-16_denniswest_videostore_transcript.vtt
mainstreet026,17,00:02:29.700,00:02:42.720,Monique Lillard,So starting a tech time home video formats became more important for a lot of folks I think interested ensuring send them to be able to see something.,2021-08-16_denniswest_videostore_transcript.vtt
mainstreet026,18,00:02:43.560,00:02:57.870,Monique Lillard,"So, although the image quality presumably was not nearly as good now the sound quality in most home video format, at least, it would be a chance to see something after the micro movie house.",2021-08-16_denniswest_videostore_transcript.vtt
mainstreet026,19,00:02:59.370,00:03:02.760,Monique Lillard,"closed, which, incidentally, when it closed.",2021-08-16_denniswest_videostore_transcript.vtt
mainstreet026,20,00:03:04.380,00:03:17.760,Monique Lillard,I estimated that Moscow Idaho My guess was at that time was one of the most heavily screened communities in the world in terms of 35 millimeter screens.,2021-08-16_denniswest_videostore_transcript.vtt
mainstreet026,21,00:03:19.020,00:03:26.010,Monique Lillard,"Because it was probably a town of about 18,000 then and about when the micro closed.",2021-08-16_denniswest_videostore_transcript.vtt
mainstreet026,22,00:03:27.180,00:03:39.510,Monique Lillard,It had I would estimate i'd have to add them up 11 to 1335 millimeter strange so then astonishing ratio per capita which.,2021-08-16_denniswest_videostore_transcript.vtt
mainstreet026,23,00:03:40.950,00:03:52.260,Monique Lillard,"would be amazed, if it were matched most anywhere else in the world, most communities have 18 times and at that time by that time hardly had 135 millimeter string.",2021-08-16_denniswest_videostore_transcript.vtt
mainstreet026,24,00:03:52.950,00:04:05.850,Monique Lillard,"Anyway, at that moment, then, as I shed to see serious cinema foreign film etc, etc, the home video format became more important, of course, originally That was a tape videotape.",2021-08-16_denniswest_videostore_transcript.vtt
mainstreet026,25,00:04:07.140,00:04:11.910,Monique Lillard,And there had been another video store in a mall on the pullman highway.,2021-08-16_denniswest_videostore_transcript.vtt
mainstreet026,26,00:04:13.290,00:04:27.870,Monique Lillard,"Not to lose empire more but maybe it was on a more a little bit East it went out of business and maybe that's not sure about this, maybe that's about when Howard Hughes started.",2021-08-16_denniswest_videostore_transcript.vtt
mainstreet026,27,00:04:29.070,00:04:31.380,Monique Lillard,"My relationship, but Howard Hughes.",2021-08-16_denniswest_videostore_transcript.vtt
mainstreet026,28,00:04:33.780,00:04:38.700,Monique Lillard,"boys important early on, because I kind of had a deal with.",2021-08-16_denniswest_videostore_transcript.vtt
mainstreet026,29,00:04:40.020,00:04:52.140,Monique Lillard,"With today enterprise I would use clips from his videos in my classes and I would tell the classes, where I got these clips.",2021-08-16_denniswest_videostore_transcript.vtt
mainstreet026,30,00:04:53.160,00:04:53.580,Monique Lillard,period.,2021-08-16_denniswest_videostore_transcript.vtt
mainstreet026,31,00:04:54.870,00:05:01.080,Monique Lillard,Giving thanks also the University of Idaho did not have a significant film collection.,2021-08-16_denniswest_videostore_transcript.vtt
mainstreet026,32,00:05:02.310,00:05:03.060,Monique Lillard,In China.,2021-08-16_denniswest_videostore_transcript.vtt
mainstreet026,33,00:05:04.200,00:05:07.770,Monique Lillard,I got here in 1979 Peter haggard.,2021-08-16_denniswest_videostore_transcript.vtt
mainstreet026,34,00:05:08.910,00:05:10.710,Monique Lillard,And kosher.,2021-08-16_denniswest_videostore_transcript.vtt
mainstreet026,35,00:05:12.030,00:05:21.060,Monique Lillard,"are a couple names that come to mind we try to get a 16 millimeter film collection going, of course, that's extremely expensive and.",2021-08-16_denniswest_videostore_transcript.vtt
mainstreet026,36,00:05:21.900,00:05:34.620,Monique Lillard,"We found early on that, in general, most administrators weren't very much interested in that, because of the extraordinary cost of acquiring 16 mil prints and then, of course, maintaining them.",2021-08-16_denniswest_videostore_transcript.vtt
mainstreet026,37,00:05:35.820,00:05:43.050,Monique Lillard,"So you know, we had a few films, maybe citizen kane maybe come along in 16 mil prints.",2021-08-16_denniswest_videostore_transcript.vtt
mainstreet026,38,00:05:44.070,00:05:46.770,Monique Lillard,Which is far too expensive for university of Idaho.,2021-08-16_denniswest_videostore_transcript.vtt
mainstreet026,39,00:05:47.850,00:05:48.660,Monique Lillard,So.,2021-08-16_denniswest_videostore_transcript.vtt
mainstreet026,40,00:05:50.130,00:05:55.650,Monique Lillard,"Any so home video formats became more important, there was a very important to.",2021-08-16_denniswest_videostore_transcript.vtt
mainstreet026,41,00:05:56.730,00:06:04.440,Monique Lillard,"court case guess you know went to the US Supreme Court can cite it off the top of my head, which allowed for the.",2021-08-16_denniswest_videostore_transcript.vtt
