objectid,transcript_line,start,end,speaker,text,txt_filename
mainstreet012,1,00:00:01.439,00:00:10.230,Monique Lillard,"And it says it's recording, so I think we can assume it is actually i'm going to get this to speaker view so I don't have to look at myself okay.",2021-05-05_ericnilsson_janicewillard_videostore_transcript.vtt
mainstreet012,2,00:00:12.120,00:00:14.009,Monique Lillard,"So, my name is monique lillard.",2021-05-05_ericnilsson_janicewillard_videostore_transcript.vtt
mainstreet012,3,00:00:14.670,00:00:16.199,Monique Lillard,I have been hired by the.,2021-05-05_ericnilsson_janicewillard_videostore_transcript.vtt
mainstreet012,4,00:00:16.199,00:00:33.420,Monique Lillard,University of Idaho library to do this oral History project about the video rental store here in Moscow Idaho and I am speaking to husband and wife in a moment i'll have them say their names and I have double check the spelling actually of eric's name.,2021-05-05_ericnilsson_janicewillard_videostore_transcript.vtt
mainstreet012,5,00:00:34.830,00:00:42.510,Monique Lillard,"And so, let me just start off and first say, have you signed the release form provided by the University.",2021-05-05_ericnilsson_janicewillard_videostore_transcript.vtt
mainstreet012,6,00:00:44.970,00:00:45.990,Eric Nilsson and Janice Willard,"Yes, yes.",2021-05-05_ericnilsson_janicewillard_videostore_transcript.vtt
mainstreet012,7,00:00:46.110,00:00:51.330,Monique Lillard,"Very good, and can you state your names either one of you can go first stating your names, if you would.",2021-05-05_ericnilsson_janicewillard_videostore_transcript.vtt
mainstreet012,8,00:00:53.760,00:00:57.240,Eric Nilsson and Janice Willard,My name is Eric Nelson and janice willard.,2021-05-05_ericnilsson_janicewillard_videostore_transcript.vtt
mainstreet012,9,00:00:57.690,00:01:12.810,Monique Lillard,"Very good, all right, so can you describe how you first found out about the video rental store and how often you went and just take it from there, this is mainly about you talking not about me talking so just go ahead and take it from there, go ahead.",2021-05-05_ericnilsson_janicewillard_videostore_transcript.vtt
mainstreet012,10,00:01:14.250,00:01:23.460,Eric Nilsson and Janice Willard,Sure let's see I found out about the video rental store just from being downtown in Moscow when.,2021-05-05_ericnilsson_janicewillard_videostore_transcript.vtt
mainstreet012,11,00:01:24.690,00:01:31.350,Eric Nilsson and Janice Willard,Howard Hughes video was part of the back rooms of the Howard Hughes appliances store.,2021-05-05_ericnilsson_janicewillard_videostore_transcript.vtt
mainstreet012,12,00:01:32.460,00:01:42.840,Eric Nilsson and Janice Willard,So I actually don't know what years that was other than that it was a really long time ago it was prior to the era of DVDs it was all videotapes.,2021-05-05_ericnilsson_janicewillard_videostore_transcript.vtt
mainstreet012,13,00:01:43.800,00:01:45.690,Monique Lillard,You remember with me.,2021-05-05_ericnilsson_janicewillard_videostore_transcript.vtt
mainstreet012,14,00:01:47.640,00:01:53.790,Eric Nilsson and Janice Willard,And yeah it was on a corner of sixth street as I recall.,2021-05-05_ericnilsson_janicewillard_videostore_transcript.vtt
mainstreet012,15,00:01:54.780,00:01:56.220,Monique Lillard,"Also, Washington somewhere.",2021-05-05_ericnilsson_janicewillard_videostore_transcript.vtt
mainstreet012,16,00:01:57.540,00:01:58.650,Eric Nilsson and Janice Willard,I don't think it was six.,2021-05-05_ericnilsson_janicewillard_videostore_transcript.vtt
mainstreet012,17,00:01:59.790,00:02:03.360,Eric Nilsson and Janice Willard,It was this is a typical husband and wife thing you know.,2021-05-05_ericnilsson_janicewillard_videostore_transcript.vtt
mainstreet012,18,00:02:04.320,00:02:04.710,Monique Lillard,Yes.,2021-05-05_ericnilsson_janicewillard_videostore_transcript.vtt
mainstreet012,19,00:02:04.740,00:02:05.790,,"Yes, I do know.",2021-05-05_ericnilsson_janicewillard_videostore_transcript.vtt
mainstreet012,20,00:02:07.170,00:02:07.590,Monique Lillard,Wherever.,2021-05-05_ericnilsson_janicewillard_videostore_transcript.vtt
mainstreet012,21,00:02:09.570,00:02:11.190,Eric Nilsson and Janice Willard,This was yeah.,2021-05-05_ericnilsson_janicewillard_videostore_transcript.vtt
mainstreet012,22,00:02:11.340,00:02:17.340,Monique Lillard,yeah I think that was fifth and isn't Washington across from what is now the Co op right the food co op.,2021-05-05_ericnilsson_janicewillard_videostore_transcript.vtt
mainstreet012,23,00:02:18.450,00:02:22.590,Eric Nilsson and Janice Willard,like this case yeah okay okay great great.,2021-05-05_ericnilsson_janicewillard_videostore_transcript.vtt
mainstreet012,24,00:02:23.040,00:02:27.870,Monique Lillard,And so you just found at walking around and you saw it right and did you start going to it.,2021-05-05_ericnilsson_janicewillard_videostore_transcript.vtt
mainstreet012,25,00:02:29.460,00:02:30.180,Monique Lillard,Did you ever go to.,2021-05-05_ericnilsson_janicewillard_videostore_transcript.vtt
mainstreet012,26,00:02:34.830,00:02:35.820,Monique Lillard,Go to others.,2021-05-05_ericnilsson_janicewillard_videostore_transcript.vtt
mainstreet012,27,00:02:37.350,00:02:37.560,Eric Nilsson and Janice Willard,yeah.,2021-05-05_ericnilsson_janicewillard_videostore_transcript.vtt
mainstreet012,28,00:02:39.390,00:02:39.840,,um.,2021-05-05_ericnilsson_janicewillard_videostore_transcript.vtt
mainstreet012,29,00:02:42.990,00:02:49.740,Eric Nilsson and Janice Willard,We had another one for a while yeah this was a blockbuster yeah it was out at the Moscow mall.,2021-05-05_ericnilsson_janicewillard_videostore_transcript.vtt
mainstreet012,30,00:02:51.120,00:02:56.400,Eric Nilsson and Janice Willard,"And I actually didn't like it, that much it was kind of too bright and.",2021-05-05_ericnilsson_janicewillard_videostore_transcript.vtt
mainstreet012,31,00:02:57.450,00:03:09.180,Eric Nilsson and Janice Willard,I don't know I just didn't feel as comfortable there I don't know why I can't tell you why I just didn't like the place as much and and I like Howard Hughes better I guess it felt a little more homey.,2021-05-05_ericnilsson_janicewillard_videostore_transcript.vtt
mainstreet012,32,00:03:11.220,00:03:12.900,Eric Nilsson and Janice Willard,And and.,2021-05-05_ericnilsson_janicewillard_videostore_transcript.vtt
mainstreet012,33,00:03:14.400,00:03:20.610,Eric Nilsson and Janice Willard,"Certainly the kinds of movies, that I was interested in seeing seem to be that are.",2021-05-05_ericnilsson_janicewillard_videostore_transcript.vtt
mainstreet012,34,00:03:21.780,00:03:24.810,Eric Nilsson and Janice Willard,represented at the Howard Hughes video.,2021-05-05_ericnilsson_janicewillard_videostore_transcript.vtt
mainstreet012,35,00:03:27.000,00:03:27.360,Eric Nilsson and Janice Willard,What.,2021-05-05_ericnilsson_janicewillard_videostore_transcript.vtt
mainstreet012,36,00:03:27.420,00:03:29.190,Monique Lillard,And I also think it wasn't from.,2021-05-05_ericnilsson_janicewillard_videostore_transcript.vtt
mainstreet012,37,00:03:29.190,00:03:29.460,,walk.,2021-05-05_ericnilsson_janicewillard_videostore_transcript.vtt
mainstreet012,38,00:03:30.960,00:03:45.480,Eric Nilsson and Janice Willard,"Oh sorry it was for me it was just probably driving past it and going oh hey look at that or maybe even going in there, to look at an appliance and saying Oh, I wonder what's back there that's probably how I first found it.",2021-05-05_ericnilsson_janicewillard_videostore_transcript.vtt
mainstreet012,39,00:03:47.670,00:03:47.970,Monique Lillard,and,2021-05-05_ericnilsson_janicewillard_videostore_transcript.vtt
mainstreet012,40,00:03:48.150,00:03:50.460,Monique Lillard,You said something about what yeah.,2021-05-05_ericnilsson_janicewillard_videostore_transcript.vtt
